150063834**|키가 작은데도 길이가 조금 짧긴 하지만 안에 검은 반바지 입고 입으면 딱 이쁠것같아요 !!!! 이 가격에 이쁜 옷 살 수 있어서 넘무 좋습니다 ㅠ.ㅠ 고고싱 자주 올게욥 ♥️♥️
gio51**|정말 너무 예뻐요><너무 심플할거 같았는데 막상 보니까 그런느낌 전혀 안들더라구요. 오히려 색상이 확실히 강렬해서 오히려 심플한게 더 잘어울린달까요!!정말 빨간색도 전형적인 빨간색입니다. 무슨 불순물이 섞여있는 빨간색이 아니라 보자마자 와 이게 빨강이지 할정도로 정말 예쁜 빨강입니다.첫번째사진은 정말 아무필터도 안한 오리지널사진이구요 형광등때문에 겁나 밝게 나왔습니다. 실제 색상과 비슷한건 두,세번쨰에요!! 필터가 아닌 빛노출값은 낮춰서 찍었습니다!!!가방이 엄청 크지도 작지도 않은거구요!수납공간도 넓어서 맘에 듭니다. 레드로 포인트 주고싶을때 활용하면 정말 딱일듯 싶습니다. 너무 맘에들어서 매일 쓰고 싶을 정도에요!!같이산 흰색 스카프로 손잡이에 돌돌말아 묶어주었습니다. 원래 일반 스카프가 아닌 기다랗게 되어있는 스카프로 해야 예쁘고 편하게 묶기지만 이것도 정말 맘에 듭니다!!그냥 단순 스퀘어백인줄 알았는데 안에 보니 보조끈?하튼 어깨에 매고다닐수 잇는 끈도 같이 들어있더라구요!! 보통은 들고다니겠지만 달아서 어깨에 매고다녀도 정말 예쁠거 같아요!! 재질도 너무 딱딱하지 않구요!!손잡이가 은근 소프트해서 놀랐씁니다. 들고다니기 짱 편해용!!
sd9402**|이쁜데 좀 펑퍼짐해서 부해보이긴하더라구요 그래도 품절될뻔했는데 사서 좋아요 만족하는부분ㅋㅋㅋ
45216058**|너무 편해요!! 가격이 이렇게 싼데 흘러내리지도 않고 이거 많이구매해서 매일매일 신어야겠어요 진짜 가격대비 너무 좋습니다!!
gio51**|스카프라서 그런지 생각했던거에 비해 확실히 적당히 크더라구요!!정말 맘에 드는 색깔과 디자인이었습니다.같이 산 '레이보우 스퀘어백(레드)'이 너무 심플해보여서 꾸며주려고 샀느데 만족스럽습니다!!!
sgtse**|오렌지브라운 구매하였는데너무 찐해요.....짱한 색깔.....단추가 큼직한건 이뻐요!!!!
sgtse**|특이해서 샀는데 진짜 특이해요ㅋㅋㅋㅋ답답한 재질이 아니라서 괜찮아요!!!비오는날 입어도 될꺼 같아요!!
sgtse**|고민끝에 퍼플색으로 구매 했는데 너무 이뻐요!!!생각보다 어울리는거 같고 흰색 블라우스에 입기 이뻐요!!
sgtse**|생각보다 너무 짧아요....ㅠㅠㅠㅠ그냥 비치웨어로 입기 좋은거 같아요......ㅠㅠㅠㅠㅠㅠ
69522769**|뒤에 끈조절하는 부분이 불량인지 헐렁해서 못 신고 있어요..ㅠㅠ끈을 떼고 신어야하나 구두방을 따로 가봐야할거 같네요 그리고 방안에서 잠깐 걸어다녔는데 바로 스크래치나요 이거 감안하고 구입하세요.
nananami**|평상시에회사출근할때도그렇고어느옷이든편하게매치할수있어너무좋은거같아요.그리고무엇보다편하게잘맞고이뻐보여요.
gpdus95**|사진 속 치마는 배송온 그대로고 뷔스티에는 끈길이랑 통을 수선한 후 착용한 모습이에요! 치마는 작게 나온편이라 잘 맞았는데 제 체구가 워낙 작다보니 뷔스티에는 큰 감이 있어 통을 수선해입었어요. 원래 주문할 때 부터 수선 생각하고 주문했기때문에 저는 매우 만족하고있어요! 치마는 많이 짧게 나온편이더라구요 주문할때 충분하게 고려해보시고 결제하시는게 좋을것같아요.치마 길이를 제외하면 핏도 가격도 매우 만족스럽습니다! 정말 라인이 예쁘게 빠져서 입으면 몸매가 좋아보여요. 대신 딱 붙는 옷이라 뱃살이 조금 부각되는 면이 있으니 참고하세요! 사이즈가 작게나오긴햇어도 뒤에가 밴딩이라 웬만한 체형은 커버가 가능할것같아요. 주문하기전에 뒤에 밴딩이 안예쁠까봐 걱정했는데 입어보니 크게 이상하다고 느껴지진않았어요! 제 최애투피스가 될것같네요❤️
102173915**|언발 프릴 ㄹㅇ... 짧은 쪽은 무릎 아래까지 내려올 듯 말 듯하고 긴 쪽은 발목 위까지 간당간당 합니다 핑크핑크하진 않아요 색깔이 화이트가 강하고 무늬도 실제로 보면 생각보다 예쁘지는 않은? 디자인이 좋습니다
102173915**|사진 색감이랑 똑같아여 길이도 저만큼 길어서 좋구요 속치마 있으니까 비침 걱정 안 하셔도 되고 위에 이너만 흰 색으로 입으세요
nalgam**|고급스러워보이고 색깔도 차분해서 얌전한 느낌이예요.초여름까지 입어도 될것같아요.
chlwls10**|바지를 쇼핑몰에서 처음 시켰는데 정말 만족입니다! 다리가 진짜 날씬해보이고 짱짱합니다 근데 허리 치수가 조금은 작게나온닷해요 간데 색상이 너무 예쁘고 배송도 빨라서 만족입니다 별5개요 ㅎ
min1987**|예뻐요ㅎㅎ 소라색이랑 고민했는데 뭔가 블랙이 더 예쁜것같아서 블랙으로 샀어요 치마나 바지 둘다 잘 어울릴것같아요
min1987**|입고 벗을때 불편해요ㅠㅠ 옷은 정말 예쁜데,, 사이즈가ㅠㅠ 허리부분이 넘 쪼여요ㅠㅠ 그거빼면 예뻐요
min1987**|완전 최고ㅠㅠㅠ 핑크색도 구매하고싶어여 검은색 샀는데 완전 예ㅃㅓ요 짱짱ㅠㅠ 당분간 이것만 입고 다닐듯ㅋㅋ
min1987**|완전 예뻐요!!! 면접 볼때 입으려고 샀는데 캐쥬얼하게 입을수도 있고 마음에 쏙 들어요ㅎ-ㅎ
min1987**|좋아요! 얇은 니트에용 레이스 블라우스랑 입으려고 샀어요ㅎㅎ 봄, 가을에 입기 딱 좋은듯해여
min1987**|예뻐요! 바지같은 치마ㅋㅋ 싼 가격에 득템해서 기부니 좋아여,, 여름에 입으면 시원할것 같아여
min1987**|세일할때 샀는데 예뻐요~ 색깔도 사진이랑 똑같구 구김이 조금 있었지만 다림질해서 입으면 될정도라서 상관없어용ㅋㅋ
chaosdomib**|잘받았어요색도 무난무난 예뻐요사이즈가 딱 맞아서 L시키길 잘했다 생각합니다키가 큰편이고 하비 체형인데 딱 좋네요
chaosdomib**|잘받았습니다재질도 도톰하고 좋아요잘 입을 것 같아요배송 포장 안전하게 도착해서좋았습니다
chaosdomib**|택배 잘받았습니다배송은 보통이었고 안전하게 도착했어요!티들이 옆이 엄청 넓어서 놀랐는데재질도 좋고 색이 예쁘네요가격대비 재질이 좋아서 여러개 더 살려고요티셔츠 잘 입겠습니다
opp**|많이 비치긴 하지만 진짜 예뻐요. 핏이 적당히 박시하고 팔통 부분은 팔 모양에 맞게 잘 나와서 전체적으로 핏이 정말 예뻐요. 색깔별로 구매하고 싶을 정도에요! 예쁘게 잘 입겠습니다.
yunju2**|안에다가 입기에는 좀 큰 편이고 겉에 살짝 걸치고 다니기는 좋은 것 같아요!예쁘게 입을께여 ㅎㅎ
sohel02**|옷이 많이 얇아여 비침있구요!한여름에 입으면 안 덥고 시원할거같아요지금 입기엔 좀 많이 얇아요
sohel02**|적당한 핏에 옷은 좀 얇은 편이에요한여름에 입기 좋을거 같고 비침있어요 ㅠㅠ안에 나시랑 같이 입어야 할 거 같아요~
sohel02**|옷은 좀 얇은 편이고 날씨 좋은날에 입으면 예뻐요!!요새는 날씨가 추워서 그런지 티랑 바지만 입고 나갔더니 춥더라구요
sohel02**|기본티로 좋은데 좀 커요 ㅎㅎ ㅠㅠㅠㅠ어깨 좁으신 분들은 끈이 어깨 끝에 걸칠거에요그래도 데일리로 이뻐요!!!!
jje**|약간 펑퍼짐하다고하나 품이 상당히 있는 편이고 팔이 진짜 길어요.. 팔 짧은 저에게는 너무한 길이에요. 하지만 귀엽고 가격최고ㅠㅠㅠ 이 가격에 이 옷 만나볼 수 있다는거 자체로 전 만족해요!-!
skymax**|이런 사이즈의 가방을 사고싶어서 찾고있었는데 사진을 보고 너무 예뻐서 바로 사버렸습니다 사고나서도 친구들이 가방 예쁘다고 칭찬해주었고 심지어는 학교에서 저랑 똑같은 가방을 가지고 다니는 사람을 볼수있었을 정도로 가방이 고급지고 싼티하나도 안나고 너무예뻐요 ㅠㅠ
dnfl01**|사진이랑 똑같아요 제목과 같이 쫀쫀합니다여름에 잘 입고 다닐 것 같은 기본템이네요좋아요
dnfl01**|부해 보일까 걱정했는데 전혀 그런 핏은 아니네요 색감은 예쁜 개나리 색입니다 너무 이뻐요 하늘하늘 지금 입기 딱 좋네요
hyunjo**|리뷰가 1500개가 넘을만 하네요 소라색이랑 고민하다가 무난하게 입으려고 그레이 샀는데 너무 예뻐요 특히 소매가 물결무늬라 더 좋아용 그리고 엄청 따뜻해요 리뷰 때문에 사진 찍으려고 잠깐 입은건데 땀이 줄줄났어요 벗으니까 확 시원해지고... 그 정도로 엄청 따뜻하네요 니트재질이다보니 그런거 같아요 봄이나 가을~겨울 쯤에 입으면 적당할거 같아요
hyunjo**|트임 스키니 갖고 싶어서 주문했어요 허니진 시리즈 예전부터 자주 샀었어서 믿고 구매했습니다 근데 색깔 때문인지 다리가 좀 두껍게 보이네요 사진상으로 봤을 때도 약간 그런게 느껴져서 고민하긴했었는데... 그것빼고는 다 좋아요 트임 있어서 간단하게 멋내기에도 좋고 사이즈나 스판끼도 아주 좋아요 참고로 허리 쪽에는 스판끼가 없고 다리 쪽에만 있어용
dywj**|예쁩니당!!!여리여리해보이고 말라보여요 !근데 생각보다 가슴이 많이 파져있어서안에 나시같은 거 입고 입어야할듯요전체적으로 만족합니다 예뻐요 ~ 여성스러워보여요!!다른색으로도 구매하고 싶네요
dywj**|부해보이지 않고 날씬하게 핏을 딱 잡아줘서 예쁘구요길이도 166.5cm인 저에게 딱 맞아용 !!날씬하신 분이 입으면 진짜 예쁜 핏이 나올듯..ㅠㅠㅠㅠㅠ샤랄라하고 여름에 입기 딱 좋을 거 같아요
loveheart77**|조아용 ..고고싱짱!!!ㅎㅎㆍ느느스즈즈즈스슷ㄷㅈㄷㅈㄷ슺ㄷㅈㄷ즈즈즈즈즈즈즈즈즞ㄷㅈㄷㅈㄷ즈즈즈즈ㅡㅈ
hyunjo**|두번째 포토후기네요! 예전에 고고싱에서 샀던 블랙스키니 너무 잘 입고 다녀서 낡은(?)김에 새롭게 하나 샀어요 무난한 기본색이라 어느 티에도 잘 어울리네요 두께도 두껍지 않아서 여름에도 괜찮을것 같아요 특히 스판끼가 허리 쪽에도 있어서 너무 좋아요 평소에 입던 허리 사이즈보다 1~2cm 정도 작길래 걱정했는데 쫙쫙 늘어나서 지퍼 올리는데 문제 없어요
hyunjo**|첫 포토후기네요! 여름이라 밝은 색 바지 하나 장만해보고 싶어서 샀어요 하지만 아무래도 색이 색이다보니 비칠까봐 모델분 사진 확대해서도 보고 이런저런 걱정이 많았는데 입어보니까 하나도 안비치네요! 어두운 이너를 입었는데도 딱히 티가 안나더라구요 그리고 화이트색상이 아니라 베이지 색상이라 더 예쁜거 같아요 사이즈나 길이 모두딱 맞아요 키가 작은 분들도 길지 않게 입을 수 있어요
rlarkdms**|이건 진짜 좋아요가을에 색깔 별로 소장하고 싶어요이제 여름이니깐 가을에 또 사들일려구용제가 닥 찾던 스타일
rlarkdms**|생각했던 것보다는 막 좋운지는 모르겠어요ㅠ예뿌긴한데 그렇게 예쁜 느낌은 없는 정도에용그냥 편하게 입기 좋은 옷이라 그런 듯!!
kimdain1**|이런 종류의 옷은 처음 사보는거라 걱정 많이 했는데 허리라인도 잘 잡아주고 디자인도 너무 예뻐서 여러모로 마음에 드는 옷인 것 같아요!
quf30**|하나필요해서삿는데 약간면소재에요오픈숄더입을때쓰려고삿는데괜찮은거같아요하나쯤잇으면괜찮을듯ㅎ
quf30**|완전여자여자하고 저는민트색삿어요어디놀러갈때입으면 여신미뿜뿜할듯팔쪽에포인트되잇어서더욱이뻐요ㅋ
quf30**|오픈숄더 하나갖구싶어서샀어요어깨쪽에딱조여줘서 걱정없이잘입을수잇을거같아요튜부탑도하나삿는데 잘입구다닐게요~^^
quf30**|생각보다비침이잇어서 안에꼭이너를입어줘야할거같아요ㅜㅡㅜ제손가락실수로2개사서하나는친구주기로햇어요되게시원할거같고 리본포인트가넘나귀엽네용ㅋㅋ2개삿으니2개리뷰써야되나용?ㅋㅋ
tree88**|생각보다 많이 얇아서 놀랐어요 안에 다보여요 색깔도 아이보리가 아니라 흰색이여서 당황했어요ㅜㅜ 근데 예뻐서 잘 매고 다녀요 ~~
71009602**|원단이 시원할 것 같고 체구가 작은 편인데 많이 크지 않아서 좋아요!! 잘 입고 다닐수 있을것 같아요
71009602**|길이가 좀 많이 길어서 접어서 입고 있어요. 스판이 아예없는데도 사이즈가 괜찮더라구요 만족합니다
71009602**|사이즈도 잘 맞고 디자인도 마음에 들어요!! 만족스럽네요 무난한 티하나랑만 입어도 예쁘더라구요
71009602**|색 잘 고른것 같아요 만족스럽습니다!! 아쉬운건 생각보다 쫄이아니라서 허리쪽이 좀 헐렁해요 그래도 예뻐요
yebiny**|요즘 뒷밴딩 안쪽밴딩 이런게 너무 편하더라구요 밴딩 최고.. 요즘 손 많이 가는 슬랙스예요!
yebiny**|저한텐 좀 많이 짧아서 기장이 너무 애매하네요 ㅠㅠ 사놓고 시착만 하고 입고 나가질 못하겠는... 주름도 포장되어서 그런지 구불구불해서 다리미가 필수예용
yebiny**|요즘 살쪄서 사이즈 넉넉하게 샀는데 역시나 크네용 ㅠㅅㅠㅋㅋ 그래도 벨트 메고 잘 입고 다니고 있어요! 하이웨스트를 워낙 좋아해서 한 벌 더 사고싶은 바지 ㅎㅎ
71009602**|지퍼가 많이 뻑뻑해서 벗을려다가 안내려가서 째야하나 많이 고민했습니다..ㅠ그래도 예쁘고 사이즈도 딱 좋아요
71009602**|목이 생각보다 많이 파여있어서 조금 당황스러웠는데 그래도 부들부들해서 잘 입고 다닐 수 있을것 같아요!!!
okmj19**|M사이즈 골랐지만 사이즈미스로 결국 반품 처리하게 된 아쉬운 바지입니다 .. 역시 쇼핑몰에서 긴바지 사이즈 고르기는 너무 힘든것같아요ㅠㅠ
okmj19**|어깨만 트여았는 디자인을 찾고 있었는데 원하는 디자인이 고고싱에서 밖에 없길래 마음에 들어 구입했습니다. 근데 제가 자세히 보질 않아서인지 핑크색상애 네이비 도트더라구요 생각보다 파랑파랑한 네이비라 당황했지만 잘 입겠습니당 !
okmj19**|마음에 들었던 바지 ! 하지만 생각보다 앞에는 헤짐이고 뒤에는 롤업인게 실제로 보니 조금 어색하더라구요...? 그래도 길이감도 좋았고 허리도 잘 잡아줘서 잘 입을것같아요
71009602**|데일리용으로 딱이예요!!! 그냥 안에 무지티 하나입고 걸치기 딱 좋아요 체구가 작아서 사이즈도 걱정 많이했는데 괜찮은것 같네요 주변에서도 예쁘다고 하더라구요
71009602**|목부분이 엄청 파여있더라구요.. 받고 좀 많이 당황스럽긴 했는데 그래도 무지라서 무난하게 잘 입고다닐 수 있을것 같아요 느낌도 보들보들해서 좋아요!!
okmj19**|레드 구매했는데 색상이 예뻤어요 ! 길이도 처음에 너무 길지 않을까했는데 길이감도 너무 길거나 짧지않아서 좋았습니다 !
jupil1**|입어보니까 조금 까슬까슬한 면이네용그래도 여름에 입으면 시원할거 같아요 네이비도 살까 생각중이에요!
22864055**|뒷밴딩이라 입고 벗기 편하고 언발이라서 키작녀들에게 좋은거 같아요 재질이 생각한거보다 얇아서 좀 놀랐지만 안에 속치마가 있어서 허벅지라인까지는 비침은 없습니다 검정롱치마 하나 필요해서 샀는데 가격대비 예뻐요 ㅎㅎ
jupil1**|사진으로 볼 때는 몰랐는데 입어보니까 옴청 길어요...그래도 무난하니 데일리로 자주 입을 것 같아요
nejlove**|핑크색이 입고 싶어서 샀는데 이뻐요ㅠㅠㅠㅠ외출할때 편하게 입을수도 잇어서 좋아용ㅎㅎㅎ잘입을께용
jupil1**|사이즈 고민했는데 엠으로 사길 잘했네용@@지퍼가 살짝 뻑뻑하긴 하지만 예쁘게 잘입을게요~~
jupil1**|세일하길래 구매했는데 생각했던 것보다 너무 예뻐요 롱가디건은 처음 입어보는데 짱 좋아요 ㅎㅎㅎ
92682387**|입었을때 핏이 예뻐요!!
kim51**|평범하게 이 티랑 블루 진 딱 입으면 너무 러블리 한 스타일이 되는거 같아용 ㅎ 정말 후회없는 구매라고 생각합니당~
kim51**|원피스 보자마자 이뻐! 라고 느낄정도에요 굿굿 !! 근데 아쉬운점이 있다면 기장이 많이 짧은편이라 계단 올라갈때 조심조심해야 할꺼같은? ㅠㅠ 그래도 남자친구와 데이트 한다면 입기 딱 좋은 옷이에용 ㅎㅎ 데이트룩으로 짱!
