hhhh7**|ㅇㅀ- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)ㄹ
chi72**|네이비s후기- 키, 몸무게162 49-착용사이즈네이비S-착용후느낌은?(좋은점/나쁜점)다음 주 주말에 중요한 약속이 있어서 예쁘게 입고 가야지라는 생각으로 옷을 찾아보다 고고싱 발견!!입고 싶던 디자인인데도 옷의 편의성때문에 못입다가 고고싱에서 속바지 내장이라는 것을 보고 샀어요~길이감도 적당하구요! 보통 이런 치마는 H라인 치마보다 뒤쪽이 신경쓰여서 잘 안입게 되던데..이 상품은 안에 바지가 함께있어서 너무 좋아요ㅜㅜ맘 편하게 입을 수 있어서 좋습니다~제품 안내 사진 상으로 원단이 얇게 보여 지금 입기엔 너무 늦은게 아닐까라는 고민을 했었는데요~사서 입어보니 그런 걱정은 하지 않아도 되겠더라구요~색상도 가을에 맞춰 어둡게 나오기도 했고~상의가 니트 소재여도, 면 소재여도, 그 어떤 소재에도 잘 어울리더라구요~ㅎㅎ한 겨울에는 무리일 듯 싶고요~ 초 겨울까지는 입을 수 있지 않을까라는 생각을 해봅니다..ㅎㅎㅎ참고로!! 캐주얼한 스타일에도, 약간 차려입는 스타일에도 잘 어울리구요 저는 운동화신고 다닐걸 생각하고 샀는데~다행스럽게도 잘 어울리네요..ㅎㅎ고고싱! 첫 구매였는데 배송도 빠르고 물건도 좋고 너무 좋네요~고고싱 애용하겠습니다~배경이 어두워 사진이 잘 나오지 않은 것 같기도 하지만..ㅜㅜㅇㅣ 제품을 두고 고민하시는 분들께 도움이 조금이나마 되었으면 하는마음에 첨부합니다.
guswl**|슬로우꽈베기 니트 아이보리- 키, 몸무게 160-착용사이즈-착용후느낌은?(좋은점/나쁜점)팔길이가 약간 짧다는 후기가 있어서 걱정했었는데옷 입고 활동하는데 신경쓰일 정도는 아니에요!아이보리색이 생각했던 색깔이랑 비슷하고두께도 적당하고 니트짜임도 이뻐요~슬로우꽈베기 니트 살까 말까 고민했었는데 잘 산거 같아요!
chi72**|포토후기2등!!- 키, 몸무게162 49-착용사이즈free-착용후느낌은?(좋은점/나쁜점)좋아요 ㅎㅎ 니트 조끼는 안입어보던거라 걱정했는데 잘 어울리기도 하구요~치마나 바지에도 무난하게 잘 어울릴 것 같아서 너무 좋네요~남자친구도 예쁘대요~ㅎㅎ
sd33**|저한텐좀짧아요ㅠ- 키, 몸무게172-착용사이즈-착용후느낌은?(좋은점/나쁜점)ㅠㅠ살찐탓도있구 하지만 조금짧네요제가 키가좀있어서 바지사는데 신중했어야하는데..그래도 입었을때 좀 편안한면이여서 면은괜찮단생각했어요그리고조금큰사이즈도 있으면더좋을것같아요~
kakyhy58**|포토후기 1등!가죽느낌 라이더자켓 찾고있었는데 고고싱에 있길래 결국 질렀어요ㅎㅎ핏이 진짜 제가 생각하던 그 핏이에요! 착용감도 좋고옷이 진짜 예뻐요ㅠㅠㅠ완전 실물 승부인 라이더자켓ㅜ!!처음 받았을 때는 옷이 좀 구겨져있기도 하고 뭐가 묻어있기도 하고퀄리티가 어마어마한 옷이라고 할 수는 없지만 이만한 가격이라고 보기 힘든착한 옷이에요 가격대비 퀄리티 진짜 굿! 사이즈도 넉넉해서 이너를 많이 입으면날씨가 더 추워질때까지 계속 입을것같아요ㅎㅎ 잘입겠습니다~
dnv**|포토후기165/54가격은 진짜 싸네요!!!! ㅋㅋㅋㅋ 레더스커트 하나 사고싶었는데소화 못할까봐 안사고 있다가, 가격이 저렴해서 사봤어요.밑에 후기들 처럼 막 고급진 느낌은 아니구요 ㅠㅠ그래도 완전 싸구려같진 않아요!!!앞에 주름은 자꾸 자꾸 눌러주고 모양 잡아줘야 이쁘게 입을 수 있어요.길이는 적당한데 좀 짧은 편..?근데 허리가 너무 헐렁하네요 ㅠㅠㅠㅠ 좀 타이트하게 잡아주면 좋은데펑퍼짐한 느낌이 좀 있어요.가격이 저렴하니까~ 잘 입을게요!
gn021**|와인스커트L후기!!- 키, 몸무게165, 55-착용사이즈-착용후느낌은?(좋은점/나쁜점)처음에 혹시 작을까 하면서 진짜 걱정하는 마음으로 샀는데 그냥 잘 들어가네요!!!!사이즈도 잘나온거 같꾸 색깔도 고민 진짜 많이 했는데 예뻐서 후회가 안되네요!!! 좀 구겨져서 스팀다리미로 다려서 입었습니다~!!길이감도 좋고 무엇보다 안에 속바지가 있어서 진짜 좋은거 같아요!!!!짱짱!!!!!아 그리고 맨날 인터넷어서 치마사면 진짜 짧아서 못입엇는데ㅠㅠㅠ이건 안에 속바지도 있고 길이도 적당해서 좋은거 같아요ㅠㅠㅠㅠ감동ㅠㅠㅠㅠ
dnv**|포토후기 2등! 그레이배송 넘 늦었어요 ㅡㅡ 저번주 금요일에 주문결제했는데, 목요일에 왔음...결국 입으려던 날엔 입지도 못했네요.무튼, 가격 정말 저렴해서 맘에 들어요.가격 대비 질도 그렇게 나쁘지 않구요.후기들에 흐물흐물하다고 하시는데, 심하진 않아요 ㅋㅋㅋ그냥 ㅋㅋㅋㅋ 가볍게 입을 니트.그레이가 이뻐서 샀어용 코디컷처럼 벨트해서 입으면 이뻐요!
gn021**|카키색 후기~!!- 키, 몸무게165, 55-착용사이즈-착용후느낌은?(좋은점/나쁜점)먼가.. 음 재질이나 그런거는 다좋아요!!!근데 품이 생각보다 커서 태가 예쁘게 안나요..ㅠㅠㅠㅠㅠ살짝 상체가 부해 보인다고 해야하나?? 쫌 그런거같네요ㅠㅠㅠ 그치만 재질은 좋은거 같아요!!!
khj207**|좋아요- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)좋아요 쌀쌀할때입기좋을거같아요!!!! 근데 자켓은아니고 남방으로만.... 자켓으로입긴 너무 얇아여색을 사진보다 진하구요 기장은 좀 짧아요!!
gn021**|검정 크롭티 165!!- 키, 몸무게165, 55-착용사이즈-착용후느낌은?(좋은점/나쁜점)맨날 크롭사면 진짜 엄청 짧거나 어정쩡했는데 이번에꺼는 길이감도 좋고 재질도 진짜 부들부들 하고 따뜻할꺼 같아요!!!크롭으로도 입꼬 와이셔츠 위에도 입을려고 샀어요!!!!
gn021**|검정!~!!- 키, 몸무게165, 55-착용사이즈-착용후느낌은?(좋은점/나쁜점)원단 괜찮아요~!!! 약간 넉넉하고 좋은거 같아요~!!! 슬랙스랑 입으려고 삿는데 겉에 걸쳐도 예쁠거 같아요~!!!진짜 예쁩니댜~!!!!
ygahe91**|포토후기 3등 입니당!- 키, 몸무게160,45-착용사이즈-착용후느낌은?(좋은점/나쁜점)그냥 기모 맨투맨만 신경쓰고 사서 크롭인 줄 몰랐는데... 크롭이였네여그래도 안에 기모 들어있어서 보들 보들하고 따뜻한 것 같앙요 맨투맨이여도 크롭이라 아래가 좀 뜨고 짧아서 그냥 바지랑 입으면 배 조금보이네요! 치마나 하이웨스트랑 입어야 할 것 같습니당! 세일 할때 반값에 산거라서 뿌듯하네여!!!! 가격 대비 좋은 상품인 것 같습니당 감사해요! 잘 입겠습니당!
khj207**|지금 입어도 괜찮을거 같아요~- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)재질이 뭔가 몸에 딱 붙는 그런건 아니구요 촉감이 좋아요바지속에 넣어입으면 이쁠거 같아요!사진이 이상하게 나왓는데 실제론 안저러고 이뻐요!
gn021**|브라운 후기~!!- 키, 몸무게165, 55-착용사이즈-착용후느낌은?(좋은점/나쁜점)진짜 싸게 산티 안나고 정말 좋은거 같아요~!!! 근데 주머니가 없어요....ㅠㅠㅠㅠㅠ주머니가 박음질 되 있더라구요ㅠㅠㅠ주머니만 아니면... 주머니가 쫌 많이 아쉽네요.. 그래도~!!!! 짱 좋아요~!!핏은 좋고 재질도 좋은거 같네요!!
ygahe91**|포토후ㄱ ㅣ!!!!!!1- 키, 몸무게160,45-착용사이즈음-착용후느낌은?(좋은점/나쁜점)주문하고 입금까지 마친 후에 가장 기대했던 옷!!!!!!!!!!!!! 좀 까슬까슬할줄알았는데 보들보들한 재질이고 생각했던 것보다는 가오리핏이 크다고해야 하나 아니 무슨 말이지 그 생각보다 좀 심했다고 해야하나 팔 통이컸습니당커여 근데 키 큰 사람들한테는 잘 어울릴 것 같아요! 저처럼 키가좀 작으신 분들은 이상해질수도 있으니까 잘 확인하시고 구매 하셨으면 해여T^T....아냐 그래도 무늬 같은 것도 무난하고 예뻐서 맘에 들어여! 이것만입기에는추워서 겉옷이랑 같이 입으려고 하는데... 예뻐여 네
khj207**|예쁜데 지금입긴추워요- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)디자인도 예쁘고 사이즈도 크게나왓는데요 지금입기엔 너무얇구 본이나.입으면 좋을거 같구요! 제 것만 그런지 남방 주머니가 위아래가안맞아서 윗부분이.붕 뜨네요 교환하기 귀찮아서 그냥입는데 다음부터 질.확인하그 보내주세요~^^
gn021**|베이지색~!!!- 키, 몸무게165, 55-착용사이즈-착용후느낌은?(좋은점/나쁜점)그냥 핏은 무난하게 예쁩니다~!! 하지만 속에 쫌 비춰서 하나만 입기는 그렇쿠 안에 뭔가를 받혀 입어야 겠어요!!얇아서 지금 입기에는 쪼끔 추울꺼 같네요!! 그래도 마감 처리나 나머지는 깔끔합니댜~!!
junioryy**|바비 끈나시- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)길이감이 좀 긴 나시가 필요했는데길이도 적당하고 좋았어요!
junioryy**|에프 기본나시- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)약간 긴 기본나시가 필요했는데길이가 딱 좋았어요쫀쫀하고 좋았어요!!
junioryy**|쉬크랩 보카삭스- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)브라운색이랑 검은색 두개샀는데이쁘고 쫀쫀해서 좋아요
junioryy**|빅체크남방 베이지- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)무난하게 이뻐요!!검은스키니랑 입으면 이뻐요
gn021**|코발트 구매후기!!- 키, 몸무게165, 55-착용사이즈-착용후느낌은?(좋은점/나쁜점)생각보다는 살짝 얇지만 보들보들해요!!!! 안에 아무것도 안덧대고 입어도 까끌하다는 느낌은 없어요~!!! 색상도 지금 사진보다 조금더 좋은거 같아요!!!팔쪽에 길이가 살짝 짧으려고 해요ㅠㅠ 그래도 예뿌도 잘 맞습니다!!
key4**|네이비후기- 키, 몸무게 168-착용사이즈-착용후느낌은?(좋은점/나쁜점)네이비로구매했는데처음에후기가없어서걱정됐지만배송도빨랐고재질도가격에비애서너무좋아요!되게부들부들하고두께감도있어서겨울에도입을수있겟네요ㅎㅎ검정색코트가많아서네이비로샀는데잘산것같아요~
junioryy**|타루 쭈리티- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)무난하고 이뻐요!!무난하게 이너로 입기 좋은거 같아요
junioryy**|올리브 라운드니트- 키, 몸무게 164-착용사이즈-착용후느낌은?(좋은점/나쁜점)완전 이쁘고 되게 쫀쫀해서 좋으거같아요!!맘에 들어요
junioryy**|바둑체크 롱가디건- 키, 몸무게164-착용사이즈-착용후느낌은?(좋은점/나쁜점)생각보다 두껍고 예뻐요!!
junioryy**|팝코닝 오픈가디건- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)예쁘고 다 좋은데 생각보다 얇더라구요그거빼곤 다 좋은거 같아요!
fts10fts**|그레이랑 와인- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)그레이랑 와인 샀습니다개인적인 생각으로는 와인이 진~~~~짜 예쁘더라구요그레이랑 와인중에서는 와인 추천할게요!!두께도 괜찮고 예쁩니다
gn021**|165 후기!!- 키, 몸무게165 55-착용사이즈프리-착용후느낌은?(좋은점/나쁜점)착용했을때 핏이 약간 생각보다 커요!! 그치만 그게 바라던 바라서 좋은거 같아요!!길이도 넉넉해서 키 크신분들이 입기에도 적당한것 같습니다~!!!재질같은거 가격대 비해서 괜찮은거 같아용~!!추천해요~!!!
mms47**|포토후기- 키, 몸무게157 40대후반-착용사이즈 27-착용후느낌은?(좋은점/나쁜점) 모델도 26입고저보다말랏는데 28이나27많이입어서 엄청고민하다가 27시켯는데 엄청이뻐요 ㅎㅎ 바지길이도맘에들고 그래도 금욜시켜서 토일낑기는바람에 심장이조마조마....그래도 딱맞고이뻐서좋아요
ygahe91**|포토후기 2등입니당! 아님말고!- 키, 몸무게160,45-착용사이즈-착용후느낌은?(좋은점/나쁜점)진짜 정말 완전 부들부들해여 그냥 얇은 천 소재의 옷 일줄 알았는데 아니였어!!!!!!!!!!!!!!!!!!!!1얇고 가벼운데 진짜 따뜻합니당 기본 티로 하나씩 사두셔도 될 것 같습니당!!!!!!!!!!!!!!1정전기 파바바박 하는데 진짜 부들부들해여 부들부들하다는게 그냥 부들부들 하다는게아니라 보들보들 .. 무슨 말을 하는거야 아니 어쨌든 진짜 따뜻하고 가볍고 좋아여ㅜㅜㅜㅜ근데 키가 좀 크신분들 (상체가 기신 분)께는 약간 짧을 수도 있을 것 같아요! 제가 입을 때바로 바지 위까지 가려져서여! 잘 확인하시고 사시길 바랄게여!근데 나 똥똥해서 밑에 분들 같은 핏이 안날올넬 쭐글쭐글
khj207**|솔직하게!- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)부들부들 재질은 좋은데요 너무 얇구 목이 잘늘어날거 같아요 세일하지 않고 샀으면 좀 후회햇을거같아요 그치만 예쁩니다!
mms47**|포토후기- 키, 몸무게157-착용사이즈 프리-착용후느낌은?(좋은점/나쁜점)제가시험기간이라서 이제올리네요 먼저않좋은점은 안비친다던데 비치네요...ㅠㅠ 좋은점은 걍이쁨 ㅎㅎㅎ뱃살때문에조금그렇지만 이뻐요 추첞ㅎㅎ
is**|너무이쁨!!- 키, 몸무게ㅡ168 52-착용사이즈27-착용후느낌은?(좋은점/나쁜점)너무이뻐요!!!입고벗을때 불편하긴하지만 이뻐요!!세일할때사서 싸게사서너무좋아요♥사랑해용
fts10fts**|딥블루- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)딥블루 라지 샀어요제가 키가 165인데도 많이 크더라구요사이즈참고하셔서 사세요 ~~아 그리고 가격이 저렴한만큼 엄청 얇아요 ㅠㅠ하지만 색상은 마음에듭니다
ygahe91**|포토후기 1등입니당! 아님말고!- 키, 몸무게160, 45-착용사이즈-착용후느낌은?(좋은점/나쁜점)부들부들해여... 오늘 왔는데 음 그냥 상상했던 니트재질이구여! 모자 옆부분에 머리를 잡아주는게 없는게장점이자 단점입니다! 고민하시는 분들 잘 확인하시고 구매하시면 좋겠어여^0^ 아 그리고 혹시 머리가 커서이상할 것 같아 안들어갈 것 같아 하시는 분들!!!!!!!!!!1 이거 커서 다 들어갈거에여... 무난ㄴ해서 여기저기다 잘어울릴 것 같고 잘 샀다는 생각이 드네여 부모님께서도 잘 샀다고 하셨구요! 근데 이거 왜 때문에 가로로 써도 예쁘고 세로로 써도 예쁘져...? 좋은 제품 감사합니당 내일 쓰구 봉사하러가야징ㅇㅇ룰ㄹ룰류ㅠㄹ
khj207**|개이득- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)좀 얇긴한데요 제질도 좋고 색도 사진이랑똑같고 이뻐용
kawai7**|블랙 s 후기용- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)안쪽에 부들부들해서 좋아요길이도 적당하고 이쁘네요
wlgk1**|검정M 후기- 키, 몸무게 : 167/52-착용사이즈 : M-착용후느낌은?(좋은점/나쁜점)입고지연으로 늦게 받긴했지만 정말 마음에 드네요♡상의를 넉넉하게 입는 편이라서 M 구입했는데 사이즈 짱!작은거 샀으면 큰일날뻔했어여ㅋㅋ기장도 골반 아래로 떨어지고 소재나 원단두께도 괜찮아요!!박음질도 잘 되어있고 블랙마니아로써 팔부분 흰패치가포인트되서 넘 이쁨!!!다른 색상으로 또 구입해야겠네여ㅋㅋㅋ다음에는 빠른 배송 부탁드려요!!
kawai7**|후기- 키, 몸무게-착용사이즈-착용후느낌은?(좋은점/나쁜점)옷은 이쁘고 좋은데 얇아요
rainp**|네이비 후기:)- 키, 몸무게160/45-착용사이즈Free-착용후느낌은?(좋은점/나쁜점)주문한지 이틀만에 배송왔어요! 빨리 와서 좋았어요입어보니까 생각보다 두꺼워서 좋고 두껍다고 무게감이 막 있지는 않았어요딱 맞는게 아닌, 넉넉하게 입을 수 있는 사이즈라 좋았구요요즘 같이 일교차가 큰 날씨에 안에는 얇은 옷을 입고 겉에 신소재 후드집업을 입으면 좋을거 같아요~단점은 새옷 냄새가 나더라구요근데 밖에다 걸어두고 페브리즈 뿌리면 냄새 없어져요!또 후드집업을 잠그면 밑부분이 약간 울퉁불퉁하면서 앞으로 쪼금 튀어나와요:(옷이 막 뒤로 넘어가질 때도 있는데 앞으로 해서 입으면 그나마 괜찮구요그래도 그냥 평범하고 따뜻하게 입을 수 있으니까 만족합니다ㅎㅎ
