snbjy**|항상 골반사이즈 맞추면 허리가커서 수선했는데 이 옷은 딱 좋아요.라인도 너무 이쁘게 떨어지고 편해서 좋습니다.한개 더 주문하려구용
wltn3**|가방 예뻐요! 근데 화면상으로는 그냥 아이보리색 천인줄 알았는데 받고보니까 까만 점?들이 있는 그런 면이었네요 받고 읭 했어요 이상하다는건 아니고 상관없어요 예뻐용
guswls38**|팔뚝살이 있어서 팔뚝 좀 끼는 거 빼구 이뻐용
kjhee**|흰색으로삿는데 너무 가격싸요 ㅎㅎ 약간비치지만 너무 이쁠거같아영 여름에 입고 잠옷으로 해도될듯 가격이 너무싸서좋네용 검은색도 사고싶어용
kjhee**|가격 너무 싸서 삿는데 완전 좋아여ㅎ 여름에 입기 좋을거같아용 약간 얇지만 여름에입을꺼라서 괜찮을듯 근데 가격이 너무 혜자에용!! 꼭 사세여 걍 과자 안먹고 살수있는사격
1810047615906412**|이티 진짜 이뻐요 편하게 입을수있는데게다가 옷디자인도 이뻐서 자주 애용할것같아요싼데다가 사시면 후회 안하실거에요 길이도 딱 적당하구영!
1810047615906412**|옷 진짜 이뻐여 역시 고고싱이에요이거입구 친구들이 다들 이쁘다고 그랬어요ㅋㅋㅋㅋㅋ이거 사시면 후회 안하실거에요 ㅠㅠㅠㅠ 대박옷
asdd**|여름이니까 시원해보이게 노란색 구입했는데역시 이쁘네요ㅠㅠ 살까말까 고민하느라늦게구입한게 후회될정도예요~완전 편하고 입으면여성스러우면서도 귀여운 느낌이들어요치마 오자마자 데이트에 입고나갔더니남자친구가 좋아하네용
asdd**|믿고 사는 고고씽이제 여름이라 덥고 시원하고 간편하게 입을수 있는옷을 찾고 있었는데 역시 저렴한 가격에 잘 구입한거같네용 소매부분이 좀 긴거같지만 접어서 입으니까조금 더 귀여운 거 같구 데일리로 편하게 입을수있어서 좋아요
cyy07**|이거예뻐요!!!! 남색샀는데 하얀색하나더주문하려구용 여름에 치마에도그렇구 바지에 입어두 진짜 잘어울릴거가타요!!! 재질도좋구 저렴한데 진짜 잘산거같아요!!!! 아무곳에나 받혀입을수있으니 자주애용할게요ㅎㅎ 완전 짱인거같아요
sarangc**|허벅지가 좀 크네요.허리는 딱 맞구요.옷은 무난합니다.예쁘지도 이상하지도 않아요~길이는 좀 짧은데 올 여름 덥다고 하니 괜찮을 듯해요~
sarangc**|음.. 색깔이 좀 진하고요..리본을 직접 묶어야 되네요.이거 자신 있으신 분들은 사셔도 될 것 같아요.저한테는 이렇게도 저렇게도 이상하네요ㅠ
kooisa**|여름시작쯤에 샀는데 저녁에 쌀쌀할때 입기 딱 정당하구 아무옷에도 잘 어울려서 좋아요 맨날 품절상품이였는데 품절이 사라졌길래 바로 구매하기 눌렀는데 다행히 구매되어서 좋은 가디건 사게되어서 좋네요 ㅎ
kooisa**|여름시작쯤에 샀는데 저녁에 쌀쌀할때 입기 딱 정당하구 아무옷에도 잘 어울려서 좋아요 맨날 품절상품이였는데 품절이 사라졌길래 바로 구매하기 눌렀는데 다행히 구매되어서 좋은 가디건 사게되어서 좋네요 ㅎ
jjbak8**|이거... 너무 커요 ㅠㅠㅠㅠㅜ 반품하려다가... 배송비가 더 들꺼같아서 안했긴한데... 크다해거 s샀는데도 너무 통이 커요 ㅠㅠㅠ 길이도 길구요... 수선해서 입어야할꺼같아요 ㅠㅠㅜ
jjbak8**|생각보다 스킨톤이라서 당황했지만 여름에 시원하게 보일꺼같아서 좋아요 ㅎㅎ 생각보다 통이커서 당황했지만 잘 입고다닐께용
jjbak8**|아직 입고다녀보진 못했는데 그냥 단가라티랑 다르게 카라가있어서 좋은거같아요 덜 겹칠꺼같은기분? 색도이쁩니다 ㅎㅎ
jjbak8**|집에서 운동복겸 잠옷으러 입으려고 샀어요 진짜 박시하고 편하게입기 좋아요 ㅋㅋㅋㅋ 기본티셔츠라 그냥 밖에 입고다녀도 괜찮고요
jjbak8**|딱 기본티에요 ㅎ.... 뭔가 U넥이라서 아빠의 난닌구 느낌이 살짝나긴하는데 그냥 한개쯤은 가지고있으면 유용하게입을거같습니다
429309452**|너무 마음억 들어요!!! 옷 사고 리뷰 처음 써보게하는 치마네요 진짜ㅜㅜ 하비라서 이런핏의 청치마는 절대 못 입을줄 알았는데도 너무 예뻐서 속는셈치고 구매한건데 절대 후회안해요. 진짜로! 딱 살 많은 부분을 가려줘서 살쪄보이지도 않고 키 작은데도 예쁘게 입을 수 있네요. 스판이 없어서 옷 입고 벗을 때 불편한데 오히려 그거 때문에 살 튀어나온 라인을 가려주는 것 같아요 만족만족 대만족입니당♡
minhyun03**|옷이 크더라구용 크게입는편인데 좋아요그리고 옷 재질도 나름 탄탄하고 잘 받쳐입기 좋은거같아요 자주 입을거같습니당!! 많이 파세요
angelaz**|받자마자 입어봤는데 사이즈는 딱 맞아요.키가 큰편이라 짧은감이 있고 아래쪽에 쪼이는감도 있네요.그리고 무엇보다 받자마자 왁스? 냄새가 나서 너무 불쾌했어요.가격에 비해 괜찬게 산 상품이라 생각하고 잘 입겠습니다.올여름은 이걸로 자주 입을거 같아요
tjsgid**|처음에 네이비 구매하고 너무 예뻐서 바로 구매한 아이보리.. 그냥 화이트에 가까운 색이에요!! 마음에 들어용 여름에 시원하게 잘 입을게요
tjsgid**|배송 짱짱 빠르고 옷도 마음에 쏙 들어요! 블랙이라 어느 옷이나 편하게 맞춰입을 수 있을거같아용! 길이도 딱 마음에 들고 만족합니당
tjsgid**|아 진짜 예뻐요.. 진짜 무난무난하게 입으려고 산건데 왜 핏까지 예쁘고 난리일까요.. 입어보자마자 다른 색도 구입했습니다..
76532937**|시원시원한 원단이고 촤르륵거려요 이쁜것같아요..검정샛샀는데다음에 기회되면 아이보리색듀 사고싶어요!!!!!
76532937**|저는 오프숄더랑 입으려고 삿는데 가슴너무없어서그런지 패드가 너무얇은거같아요 이것만하고는 못나갈것같아요ㅠㅠㅠ
ykdd19**|생각했던거보다 색이 좀 진해서 차라리 연청살껄 그랬네요 허리랑 기장 다 맞는데 허벅지 부분이 좀 떠요 근데 이뻐서 자주 입을꺼 같아요 짱짱맨 !! ! ! ! !
swon57**|후기가 굉장히 좋길래 고민한끝에 샀는데 색상이나 남방 자체는 너무너무이뻐요!! 근데 상체가 좀 떡대가있는편이러그런지 더 커보이네요ㅜㅜ 체크라서그런가 ..위에 주머니 두개있는것도 맘에들고 옷은이뻐요 ~
lp04**|블라우스 너무 맘에 들어요 여리여리한느낌이 들어서 말라보여서 좋아요 ㅋㅋ 인어치마랑 같이 입으면 이쁠거 같아요 너무 마음에 들어요!!!><
swon57**|옷에써잇는 글씨도 이쁘고 옷이 찰랑찰랑 거려서 옷 재질이 괜찮은거같아요!! 부해보이지않고 좀 슬림해보이는 효과가있습니다!
lp04**|신발이 편해서 아무 옷에 입어도 잘맞고 원피스에 신으면 너무 귀여워요ㅋㅋ 제가 구두를 잘 못 신는데 키도 커보이고 만족해요~
netj**|가끔 옷필요하면 사러와요 좋아요많이 파세요 오늘도 옷사러 왔어요 좋은옷 만들어주세요 ㅎㅎ 즐거운 하루 고고싱~ 옷 배송이 좀 빨랐으면 더 좋겠어요 굿
49717959**|어떤 옷이랑 입어도 예쁜색이에요. 옷도 굉장히 편하고 사이즈도 딱 좋아요. 디자인도  꺼내입기도, 넣어서 입기도 좋아요.
cnj1**|색깔이 되게 예쁘고 크기도 되게 예쁘구요 손잡이? 부분이 끈이 한개 밖에 없는게 좀 많이 불편할것 같기는 한데 가격에 비해서 좋안 퀄리티인것같아요
cnj1**|뷔스티에 같은거랑 같이 입으면 예쁠것 같구요 팔쫑은 헐렁하고 가슴 배라인만 딱 잡혀있어서 팔살이 좀 있으 신 분들은 추천해드려요 비침도 거의 없는편이라서 편하게 입을수 있을것 같아요
cnj1**|그냥 양말이에요..!
won**|태국갈때 입으려고 산거에요 태국 6월 말에 가요 빨리 가고싶다 현실도피하고 싶어요 이거 입고 돌아다니면서 생과일주스 세통씩 먹을거에요 안에 아무것도 안입고 입으면 굉장히 야해요 하지만 아는 얼굴 없는 남의 나라니까 그렇게 입을 수 있을 것 같네요
won**|예뻐요 이제 더워지니까 안에 암것도 안입고 저 두개만 입어보려고요 이상하면 안입구요 옷 예쁘다는 말 세번 들었어요 같은 애한테요 말라보인다는 소리도 들었어요 나 원래 말랐는데...그렇게 불편하지도 않고 좋아요 자주 입을 것 같아요 ㅎㅎㅎ
won**|무난해서 좋아요 알바다닐때 편하게 입으려고 샀는데 편해보여요 왜 보인다고 한거냐면 아직 안입어봤음 목이 늘어날지 안늘어날지는 모르겠는데 외관상으론 잘 안 늘어날 것 같아서 마음에 드네요 오늘도 엄청 더운데 이거 입고 나올 걸 그랬어요 ㅎㅎ
bomipi**|받쳐입기 좋아요!!! 다른 색상도 사려고 합니당! 편하게 아무데에니 받쳐입기 좋고 면도 톡톡해수 괜찮은 거 같아여!  사리즈도 딱 입기 놓앟단 거 같아용
bomipi**|원피스 언발란스라서 이버용 근데 뭔가 약간 부해보이는 느낌도 잇는 거 같아요 ㅠㅠ 색깔이 흔한 것도 아니구 포인트 주기에 딱 좋은 옷 같아요~~~
bomipi**|받혀 입을라고 삿는데 무난하게 비침이 벌로 없어서  입을 수 잇을 거 같아요!! 그냥 아무거나 받혀 입을 옷 필요하신 분들은 부담없이 사셔도 좋을 것 같아용~ 가격대비 아주 좋아야
bomipi**|앞뒤가 파여잇긴 한데 연청 진청 검정바지까지 코디해서 입기 진짜. 편하규 이뻐요!! 사는 거 추천드려요 초여름까지는 무난하게 입을 수 잇을 거 같아용
wotls**|너무귀여워요 ㅎㅎ귀여운여자이고플때 입어도돼는 ㅎㅎ 기장이조금 아쉽긴해요 조금만더길어서 원피스식으로입는게 더이쁠듯 싶은데 아쉽네요 ㅎㅎ택배받고 입어보니 접힌주름이 너무 많아서 다려서입어야댈거가타요 ㅠㅠ
417644335**|키가큰편인데.  길이도적당하구요. 아무옷이나잘어울리고. 코디하기편한건같습니당ㅎ 배송도빠르고. 다음에도다시이용할께요
ps33**|색 고민 했는데 머스타드 구매했는데 아주 예뻐요 근데 어깨가 자꾸 흘러내려서 불편하기는 하지만 옷은 아주 이뻐요ㅎㅎㅎㅎ
ps33**|신발은 정사이즈인거 같고 가격대비 너무 이뻐요 저렴한데 이뻐요 친구들이 다 이쁘다고 하네요 여름에 신고다니기 이쁜거 같아요 근데 밑창이 미끄럼방지? 딱딱해서 미끄러운곳 있으면 조심해야할꺼같이요
lhj**|확실히 구김이 많이 가는 소재더라고요ㅠㅠ 그래도 얇고 핏도 예쁘고 좋아요 그리고 바지도 밴딩이라서 편해요!!! 자켓같은경우에는 초여름까지 입어도 될거 같더라고요 그리고 약간 흐르는?핏이에요 하여튼 강추에요
ps33**|배송도 빠르고 치마 사이즈도 신축성 많아서 사이즈 딱 맞아서 좋아요 길이도 적당하고 벨트가 근데 자꾸 헐렁 거리는 거 같기두 하고 그래도 치마는 아주 가격 대비 좋아요 다른색 치마도 다 이쁠거 같네요
lhj**|제 키가 158인데 정말 발목위에 5cm 정도 보여요 그래도 하늘하늘하고 밴딩도 편해서 좋아요 그리고 소재도 나름 토풍도 잘되서 아주 한여름 빼고는 여름에도 입을수 잇을거 같아요
vncy10**|이뻐요이뻐!! 좀 짧긴하지만 만족입니당 ㅎ.ㅎ
wotls**|생각보다 이뻐요 여자여자 하네요~~~~~~~~오픈하고 바로남친에게보여줬더니 이뿌대요 ㅎㅎ맘에든다구 ㅎㅎ그리고허리가 밴딩이라 더좋아요 ㅎㅎ
dofud16**|키가 큰편인데도 무릎 밑에 오고 면도 얇아서 여름에 입어도 덥지도 않을 거 같아요 키 작은 분들에겐 비추고 가격도 괜찮고 맘에 들어요
dofud16**|바지 색이 사진이랑 너무 틀려서 실망 스러웠어요 그래도 가격이 6000이면 싸게 잘 샀긴 한데 색이 너무 틀려요 그래도 제가 살 좀 더 빼서 입으면 핏은 괜찮을 거 같네여ㅛ
naeun**|이 옷도 편하게 입기 좋을꺼같아요 아주 더운날에 이 옷 하나만 입으면 너무 시원할꺼같아요~~ 전체적인 티 길이가 짧은 감이 없잖아 있지만 옷 자체는 시원하고 왼쪽 가슴쪽에 있는 프린팅도 마음에 듭니다 잘 산거 같아요 많이 파세요
naeun**|같이 산 티중에서 이게 제일 예뻐요ㅋㅋㅋㅋㅋ 레터링 셔츠를 사고 싶어서 여기저기 찾고 있었는데 가격과 퀄리티를 모두 만족해서 여기서 샀습니다 옷 자체는 너무 예쁘고 오렌지도 좀 사고 싶네요 근데 목부분이 얼마나 버텨줄지는 모르겠습니다 목부분만 뺴면은 좋아요~~
naeun**|옷은 예쁘고 화면 그대로에요 다만 소재가 조금 더울 꺼 같은 소재?? 땀나면 몸에 감길꺼 같은 소재??라고 해야되나 그러네요 그래도 옷이 예뻐서 입을껍니다 다만 너무 더운날에는 못입을꺼같아요 사실분들은 참고하세요~~ 목도 짱짱하고 좋아요
dbwls78**|무지반팔티 계속 찾고익엇는데 정말잘찾은거같아요!! 기장도 적당하고팔길이도 딱이쁘게 잘 떨어진거같아요!!ㅎㅎㅎ
chzofvl**|이거 쫀쫀하고 다 좋은데 사이즈 고를때 주의 하세용저는 허리 25~26정도 입는데 스판이라서 작은사이즈 해도될꺼같아 s사이즈 주문햇는데뜯어보고 바로 반품하고 m으로 삿어요.. 허리에 대봤는데 양쪽으로 손가락 하나정도가 모자랐어요..생각보다 s는 많이 작으니까 잘생각해보고.. 그래도 m사니까 쫀쫀하니 데일리로 입기 좋음용
34160402**|소재도 찰랑찰랑하고그냥 넘나 이뻐요!위에 기본티입고 그냥 입어도 되고!길이감도 딱좋네요!비침이 심하다는 후가를 봤는데속에 짧게 속치마가 있어서 그렇게 비침이 심한지잘 모르겟어요! 여튼 이쁘게 잘 입을께요!
vi10**|솔직히 9900원이라서 별로 기대도 안했고,몇 번 입다가 버리겠거니 하고 샀는데의외로 쫀쫀하고, 싼 티도 안나서 만족!
vi10**|저는 상체에 살이 많은 편이라서일반 티를 살 때도 박스티, L을 선호해요.그런데 이 티는 프리사이즈임에도 딱 박스티!사이즈도 적당하고 길이감도 적당해서가볍게 걸치고 다니기 좋아요!!
abcde02**|길이는 적당한데.... 저한테는 너무 아래에잇어서 ㅜㅜ 가슴밑에가잇어요= =;;; 티입고 입는거지만 이쁘진안네요 ㅜ 키큰사람이 입으면 좀 짧을거같고.. 적당한분이 입어야할듯
kdj22**|치마가온지 한참지났는데지금 리뷰올리네요~옷택배로오자마자 바로입어보았는데 디자인도이쁘고링이달린게 포인트로있어서치마디자인에있어서 허전하지않고 맘에들어요ㅎ사이즈도딱맞고 담에는 베이지색으로구매할까합니당
