kjo99**|가격대비 너무 이뻐요!안에 긴 가방끈도 있어서 놀랐습니다생각보다 작긴한데 귀엽네요!!
nanena**|너무너무 예쁨니당 ^_^ ㅎㅎ 원하던 사이즈에 원하던 길이라서 아주 마음에 들어요 허벅지 살만 좀 없었으면 진짜 예쁜핏 ㅠ
vnfmstjsg1**|블라우스 필요해서 사봣는데 마감이 조금 그렇긴한데 그래도 나름 저렴한가겯에 잘산것같습니당 잘입을게요
vnfmstjsg1**|후드집업 필요한찰나에 세일해서 그냥 사봤는데 기대이상으로 너무좋아용!!! 아주잘입고다닐것같습니다~
gpqlscjs**|검정 코트가 없어서 샀는데 스판끼가 있길래 놀랬어요ㅎㅎㅎㅎㅎㅎㅎ꼭 소장해야할 코트인 이유를 알아버렸네요!
gpqlscjs**|살때 리뷰가 없어서 고민 했는데 후회없어요! 늘 스키니에 맨투맨만 입고 다녀서 쫌 여자여자 해보일라구 샀는데 다들 귀엽다구 했어요! 택배 받자마자 봤을땐 짧아 보여서 뭐지 .. 했는데 입으니깐 길이도 딱이고 게임 끝ㅎㅎㅎㅎ근데 통이 조금 넓어서 살짝 줄여야 겠다고 생각은 했지만 무튼 300퍼 만족이요
gyrud5**|단점은 길이가 좀 짧다는 것 빼고는 너무 좋습니다 길이가 좀 짧아서 옷이 쑥쑥 올라가요ㅋㅋㅋ 재질은 겉기모 같고요 부들부들해서 좋네요 딱 달라붇고 보온성도 좋습니다 꼭 사세요 안에 입고다니기에도 너무 좋아요
gyrud5**|처음 받고나서 실망을 좀 했습니다 가격이 저렴해서 그런지 옷감자체가 약간 광이 도는 좀 싸보이는 재질이더라구요 그리고 제 키에 입기엔 확실히 박시해서 사진과 같은 예쁜 핏이 안나오더라구요 그래도 박시하게 입기에는 좋습니다
daaekim**|보들보들하고 보온성도 뛰어나고 무엇보다 꽉 끼지 않아서 좋아요 가격도 저렴하니 쟁겨놓고 입기 좋을 것 같아 추가 주문할려구요!
gyrud5**|사고 난 다음날 바로 할인하더라구요ㅠ 저번에 다른색을 150샀더니 길이가 너무 올라가서 이번에 160을 샀더니 많이 길어서 결국 줄였네요 이 바지는 가격이 싼데 손이 자주 가는 옷 같아요 편해서 손이 계속 갑니다
tjsghd50**|절대 이가격으로 안보여요 디자인도 너무 예브고 깔끔한데, 뒷부분이 살짝 우는 느낌이 있더라구요 이거 빼곤 다 좋았어요! 가성비 짱입니다.
v123als**|원피스랑 입으려고 샀어욯ㅎㅎㅎ겨울용 남방이니까 따뜻하게 잘 입을 수 있을 것 같네욯ㅎㅎㅎ배송도 빠르고 옷도 이쁘고 고고싱 최고입니다~~자주 이용합니다 또 옷사러 올께여!!!ㅎㅎ
v123als**|겨울이지만 따뜻하게 이쁘게 입을 수 있을 것 같아요!!!엄청 추위에서 풀리면 이쁘게 잘 입겠습니당!!색깔별로 있으면 좋을것 같네옇ㅎㅎㅎ 역시 고고싱은 배송도 빠르고 이뻐여~~~~~
gpqls38**|9900원에 이정도 많은 귀걸이 있기힘든데 보자마자 바로 구매했어요! 품질도 괜찮고 너무 예뻐요~
v123als**|이뻐여!! 따뜻하게 잘 입을 수 있을걱 같아욯ㅎㅎ배송도 빠르고 잘 입겠습니당!!ㅎㅎ항상 고고싱 이용하는데 고고싱 짱이에여~~색깔별로 다 사고 싶어욯ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
gpqls38**|니트로 된 원피스찾다가 마침 예쁜게 있어서 구매했어요!색이 다품절되서ㅠㅠ 와인색으로 구매했는데 색예쁘네요!!패딩이랑 입어도 괜찮아요~
gpqls38**|니트로 된 원피스찾다가 마침 예쁜게 있어서 구매했어요! 키 160에 무릎정도 와서 적당해요.
gpqls38**|겨울에 패딩만 입고다니다가 마침 세일해서 모자에 라쿤털달린 롱패딩을 구매했어요! 털도 예쁘고 패딩도 예뻐요. 오리털도 괜찮지만 패딩에서 계속빠져서 웰론소재로 되어 있어서 더 좋아요.
shr56**|첫 포토 후기입니당!!20살이 되고 굽이 있는 구두를 엄~~~청 사고 싶었어요!!그래서 여러 사이트를 보던 중 고고싱에서 이 구두를 판매하고 있는 것을 보고 바로 구매했어요!! 굽이 높아서 걷기 힘들까봐 걱정 많이 했는데, 발목을 딱 잡아주는 디자인이고 발이 편한 구두여서 뛰어도 괜찮을만큼 발이 편해요!! 그리고 치마랑 코디해도 예쁘고 바지랑 입어도 정말 예쁜 구두라서 요즘 밖에 나갈때 꼭 이 구두를 신고 나가요!! 친구들도 엄청 예쁘다고 어디서 샀냐고 물어보네용~~! 다들 이 예쁜 구두를 신었으면 좋겠을만큼이요!! 아! 그리고 딱 정사이즈로 나온것같아요. 저는 신발 245 신는데, 양말 신고 딱 맞아요~ 사이즈는 정사이즈로 구매하시면 될 것 같아요!
ppark10**|역시!!핑크는진리네용!!사실핑크라고해도 어두운핑크가많아서 사기망설였었는데이쁘길래 구매해보았더니역시!! 너무이쁜핑크에요ㅠ재구매의사있습니다!!
ppark10**|V넥니트가하나도 없어서 구매하게되었어용생각보다엄청이뻐요아이보리색깔이 깔끔하고 입었을때 핏이너무이쁜것같아용이뿌게잘입겠습니다!!
ppark10**|코코아색 구매했어용무난하게입기딱좋아요사실 코코아색이라고하면 좀어두울까봐걱정했는데생각보다색깔이 너무 이뻐서깜짝놀랐어요!!아주아주만족합니당♡
ppark10**|완젼이뻐용ㅠ고급지구우ㅠㅠ 처음왔을때 냄새가좀심하긴했는데며칠밖에두니까 빠지구 이쁘네용ㅠ가볍게들고다니기좋아용~
veusao**|완전 마음에 들어요!! 얇지 않을까 생각했는데 겨울에 충분히 입을 수 있울 것 같고 검정이라서 아무데나 매치하기 딱 좋은 것 같아요!!
pupple7**|너무 부드러운 느낌이라 좋았고 색이 예뻐서 아무 옷이나 다 잘어울려요! 가운데 있는 리본도 포인트로 이쁘더라구요
pupple7**|저는 스트로베리인가 그색상을 주문했는데 진짜 색감도 너무 이쁘고 진짜 도톰해서 신기했어요! 흑청색 바지랑 입으면 진짜 예뻐용!!
571009597**|제가 체구가 작아서 엄청 널널한데 그럴려고 산거라 맘에 듭니당 핑크 베이지 예뻐요! 따뜻하고 어디에든 잘 어울립니당 대신 비오고 눈오는날 입으면 바로 뭐 묻어요...
pupple7**|단독으로 입어도 너무 따뜻해서 자주 입어요 청바지랑 입으면 너무 이뻐서 요즘 계속 입게 되는것같아요
571009597**|운동화든 단화든 샤랄라하게 입든 편하게 입든 어디에든 신기 좋아요! 아이보리 색 예뻐요ㅠㅠㅜ
pupple7**|기존 버전도 구매를 했었었는데 훨씬 따뜻해진것같네요 . 바지 사이즈를 자신에게 딱 맞게 고를수 있는점이 좋은것 같아용
571009597**|크림색 샀는데 먼지 많은 곳에 있으면 먼지가 좀 달라붙긴 해요 팔 기장 총 기장 다 긴 편인데 안감보이게 소매 접고 하의에 넣어서 입으면 딱 예뻐요
pupple7**|살짝 얇은 느낌이있어서 겨울어 입으면 추울수도 있는데 봄,여름엔 진짜 짱인것같아요! 신축성도 좋아서 자주 입고 댕깁니다
pupple7**|항상 바지 입으면 꽉끼는 느낌이 싫어서 잘 입지도 않고 입었을때 앉기도 엄청 불편했는데 이건 그런게 없어서 좋아요!
571009597**|기본 팬티로 스킨색 샀는데 촥촥 감기는 느낌에 어디에든 입기 좋아요 가격도 착하니 기본 속옷으로 주문하세요~!
jiop20**|이건 정말 구매 후부터 제 최애템이 됫어요 ㅠㅠ 제키가 151정도 하는데 저한테는 허벅지 중간까지 오는거같아요 ! 베이지 계열로 다 코티하면 누드빼빼로룩이 되요 ㅋㅋㅋㅋ
pupple7**|겉기모면이라서 입었을때 진짜 느낌이 보들보들하고 좋아요! 반폴라 느낌인데 안쪽엔 기모가 없는데도 느낌이 좋고 따뜻해요 하나쯤 있으면 엄청 좋을것같아요
571009597**|이 니트 진짜 예뻐요ㅠㅠㅠ 꼭 사세요 바지에도 치마에도 잘 어울리고 이거 하나만 입어도 딱 예뻐요!
571009597**|쇼핑몰로 바지는 처음 사보는 데 후기만큼 편하고 잘 맞고 색도 핏도 딱 예뻐요 이 가격에 이렇게 괜찮다니!
jiop20**|일단 이옷은 다른말 필요없고 진짜 따뜻해요 한겨울에 안에 속옷입고 얘만 입고나갔는데도 안추웠어요 ㅋㅋ 아래 바지도 편하게 코디해도 상관없어서 데일리룩으로 입기에 좋아요 ㅎ ㅎ
jiop20**|안경색상은 실버로 했어요 !! 얼굴이 좀 작아보이는 효과도 있고 고고싱에서 산 코트랑 모자랑 같이 코디도 했었는데 베이지 계열에 이 안경을 쓰면 더 예쁜것 같아요 !! 꿀구매 좋아요
dewyiri**|받자마자 바로 입고 출근했는데 무엇보다 기장이 길어서 마음에 들고 겨울에 입기에도 따뜻해요.부하지 않을까 걱정했는데 생각보다 많이 부하지도 않구요 예쁘고 편하고 좋네요~ 자주 입을 거 같아요.
gmlwls09**|와 이 가격에 이런 니트를 사다니..ㅠㅠ진짜이뻐요 사진으로는 커보이는데 입으면 몸매 커버도 되고 이뻐서 강추입니다
zozlo**|지금입으면 따듯할거같고 길이도적당해서좋아요 그리고 단점은 흰양말을신으면 양말에 파란색이 묻는데 그거빼곤 괜찮고좋아요 추천합니다
noo**|음 일단 비치는게 있는거같지만 그래도 예쁘고 귀여워요 봄에 입으면 딱 좋을거같네요
yebin86**|시킨지는 꽤 됐는데 이제야 후기 쓰네요 ㅠㅠ 원래 브라운 색상 사고싶었지만 다 품절이 되어서 하는수없이 블랙 시켰는데 받자마자 입어봤더니 너무 이뻐가지고 반했어요ㅎㅎ 키가 작은편인데 길이도 적당하고 핏도 쫙 달라붙지 않고 낭낭해서 너무 이뻐요 일주일 내내 입고싶을 정도로 정말 이뻐요 ㅜㅜㅜㅡ 이건 무조건 사셔야해요 고민하지마시구 무조건!!!
hellomoc**|이번에 할인해서 3000원하길래 세개샀어요! 색도 지난번에 샀을때 마음에 들어서 고민하지않고 그냥 질러버렸습니당! 이쁘게 잘입고다녀요~
hellomoc**|니트 4500원하길래 한번 사봤는데 두께감이 정말 마음에 들었어요! 너무 얇지도 않고 적당한데 핏도 여리여리해보여서 정말 마음에 들어요!
hellomoc**|예전부터 잘입고있다가 이번에 4500원으로 할인하길래 샀어요~ 무난하게 입고다니기 좋고 두께도 적당해요!
makao74**|처음에 목폴라 니트 입을때 좀 갑갑했었는데 이건 그런 느낌이 없어서 좋았어요. 생각보다 짧아서 조금 당황했지만..ㅎㅎ.. 예쁘게 잘 입고 다니고 있어요.
498440251**|6일이나 걸려서 왔네요 잊어먹을쯤되니까 왔어요 허허 조금 ㅈㅈㅏ증났지만 옷보고 풀리네요 모델컷이랑 똑같네요 잘입겠슴다
makao74**|베이지를 샀는데 생각했던 것보다는 예쁘지 않아서.. 그냥 그랬어요ㅎㅎ.. 배송도 엄청 늦어져서 더 기대한감이 없지않아 있지 않았나 싶네요. 그냥 그럭저럭 입을만 한 것 같습니다.
gmlwls09**|기모있는거 살까 봄까지입게 기모없는거살까 고민하다가 있는거 샀는데 진짜 있는거사길 잘했어요 너무 따뜻하고 편해서 불편한거 없이  매일 입고있어요다만 아쉬운점이 M샀어도 맞았을거같은데 ...L사서..더뚱뚱해보임ㅠ..바지하나는 진짜 여기서 사길 잘한듯해요
rutc10**|세일해서 샀는데 색깔이 사진이랑 똑같아요!! 개인적인 생각으로는 칼*트 고동색 후드집업보다 예쁜거 같아요. 데일리로 잘 입고다닐게요 ㅎㅎ
rutc10**|세일해서 샀는데 생각보다 예뻐서 놀랬어요!! 색깔은 무난하고 데잉리로 입기 좋을거 같아요ㅎㅎ 사이즈도 생각보다 커서 웬만한 남자분들에게도 맞을거 같아요!
dbthdu**|처음 받자마자 이뻐서 바로 입어봤어요!! 진짜 ㅊ천해드려요 길이도 적당하고 넥라인이 너무 이쁜것같아요!! 키가 커서 한 종아리 반절정도 오지만 괜찮은것같아요! 사진에도 너무 이쁘게 나오고 추천해드려용!!!
ellenlee**|위에 니트조끼랑 입으면 이뻐서 봄에 입으려고 기다리고 있네요 되게 얇아서 겨울에는 입기 힘들것 같고 날씨 풀리면 입으려고요
ellenlee**|안에 기모가 생각보다 두껍지 않아서 생각보다 따듯하진 않았지만 그 대신에 핏이 이뻐요! 보통 기모 스키니 입으면 부해보일텐데 부해보이는것도 없고 좋네요
ellenlee**|두툼하고 이뻐서 데일리로 입기에 좋아요! 색깔은 저랑 찰떡인거 같지는 않지만 그래도 무난하고 입기 좋은것 같네요
younseo09**|봄 블라우스치고 재질도 꽤 두껍고 무엇보다 분위기가 너무 사랑스러웠어요!역사 믿고 보는 고고싱! 이거 입고 민증사진도 찍었는데 예쁘게 나와서 너무 만족스러워요! 완전 추천합니다!
ellenlee**|생각보다 입었을때 옆에 줄때문에 더 부해보이는것 같아서 안입겓히네요 다른 후기둘 보면 두줄덕분에 더 얇아 보인다던데 저는 다르더라구요ㅠㅠ
ellenlee**|부들부들한 촉감 덕분에 입기도 괜찮고 브이넥이라서 부해보이지가 않아요! 겨울에도 입기 좋은 니트라서 만족합니다
ellenlee**|검은색이 품절이라 흰색을 샀는데 검은색이 더 이뻤을것 같아서 아쉽네요ㅠㅠ 그래도 일박이잉 여행갈때 필요한 내용물이 다 들어갈 정도로 수납공간이 넓어요!0
ellenlee**|안에 셔츠 원피스랑 코디해서 입으면 이쁘더라구요 핏도 괜찮고 너무 부해보이지 않아서 좋아요
ellenlee**|생각보다 번쩍번쩍해서 당황했지만 그래도 위에 니트랑 입으니까 잘어울려서 밑에 굽높은거랑 코디해서 입고다녀요
zhi6**|저 44반입는데 m 아예 안들어가요!!!상처벋았었 ㅜㅜ 친구줬어요 ㅠㅠ
cable3**|재질은 좀 얇은데 가격대비 너무 괜찮고 예쁜 것 같아요 ! 오피스룩 처럼 입어도 좋을 것 같고 봄에 입기 좋을 것 같아요 ㅎㅎ 예쁘게 입겠습니당
lovemh**|너무 예뻐요 교복에 입으려구 샀는데 친구들이 다 예쁘다구 하고 어디서 샀냐고 물어보고 의외로 되게 따뜻합니다 어디에 입던 다 잘 어울리는것 같아요 베이지란 네이비랑 고민했었는데 네이비 만족해요!!
vnfdlv12**|생각햇던거랑 무늬가 달라서 당황했지만 입었더니 너무이뻐서 자주 입을거같아요! 다른색깔도 입어보고싶네여ㅠㅠ
so23827**|★바지는 고고싱에서 구매하기★저한테는 이런공식이 있을정도로 고고싱에서 구매했던 바지는 정말 100%로 만족했어요! 이번에 구매한 진청도 너무너무 마음에들어요~~ 저는 진청s 구매했는데 잘맞아요! 평소 고고싱에서 다른바지도 s 를 구매하였는데 대체적으로 다잘맞았어요! 기모로 구매하였는데 기모가 많거나 두꺼운게아니라서 기모때문에 큰사이즈 구매 이런건 안하셔도될꺼같아요~ 전혀 사이즈에 지장없을 기모입니다 ㅋㅋ 기모가 두껍지않아서 봄,가을,겨울 입을수있을꺼같아요 ㅎ 색상도 화면처럼 진청이예요! 이런색 정말가지고싶었는데 여기서 발견해서 너무너무 좋아요! 완전편하구 좋습니다! 고고싱은 배송도 빠르고 교환반품도 편리하게 할수있어서 자주이용하게 되는거같아요!! 앞으로도 좋은바지 많이만들어주세용ㅋㅋㅋ
wngml20**|색 잘 고른 것 같아요 너무 예쁘당 상세페이지에 있는 마시멜로우 상품 색이랑 거의 같아요! 단추 없는거 알고 사긴 했지만 단추 있었으면 진짜 백점이었을것같아요 엉엉... 제가 키가 큰데 옷이 조금만 더 짧았으면 진짜 좋았겠다 라고 생각한 옷은 이옷이 처음이네요 그래도 불만이 있는건 아니에요 이 가디건은 음 막 추천하고싶진 않습니다 그냥 와씨 미쳣나방 정말예뻐! 이런 정도는 아니에요 옷 자체는 무지 예쁜데 그냥 나한테 안어울리는건가...? 겨울에 입고다니려고 산건 아니고 옷이 두껍지는 않아서 날 따뜻한 계절에 잘 입고다닐 수 있을 것 같아용 옷 자체는 무난무난 괜찮괜찮하게 예뻐요~♡
