zxc99**|처음엔 저렴해서 질이 안좋을 거라고 생각했는데 빨아도 목도 안늘어나고 가성비 좋습니당 ㅎㅎㅎㅎ
jjej**|이 블라우스 두 색깔 다 구매했는데요~둘다 색상이 맘에 들어요~소매부분이 더욱 여성여성한 느낌이라 이뻐용 고민해서 산 블라우스였는데 잘 산거 같아서 만족합니당
sele**|입고 여행갔다왔어요 내내 여기옷 입고 돌아다녔는데젤맘에든건 이 블라우스에요 어깨가좀 있는편인데 돼지처럼 보이지도 않고 소매부분이 너무예뻐서 샀는데 부담스럽게 화려하지도 않고 딱좋아요
jjej**|하늘하늘한 소재여서 굉장히 여성스러운 느낌이 들어요~엄청 옷이 얇아서 무겁지 않은 느낌이고요~앞으로 잘 입을게용~!!
gkdbfl25**|이거 진짜 너무 이뻐서 리뷰 남겨요!!!ㅠㅠㅠㅠㅠㅠㅠ하늘하늘 존예!!! 바지에 입어도 이쁘고 브라운 A라인 치마랑 입어도 잘 어울려요 핏이 낙낙해서 여리여리 해 보이구 구멍 송송 뚫려있어서 지금부터 초여름까지 계속 입을거 같아요❤️
gpwls62**|흰색이라 약간 비치는 건 있지만 신경 쓰일 만큼은 아닌 거 같아요! 길이도 괜찮고 자주 입을 거 같아용!
gpwls62**|5000원도 안 하는 가격이라 많이 얇거나 하면 어떡하나 했는데 받아보고 진짜 놀랬어요! 엄청 얇지도 않고 핏도 괜찮고 예뻐요!
gpwls62**|진짜 편하고 사진이랑 그대로예요! 하루종일 서있다가 집에 와서 딱 입어봤는데도 불편한 거 하나 없이 진짜 너무 편했어요! 이 바지 고민하시는 분들 고민 말고 그냥 사세요! 후회 안 해요ㅎㅎㅎ
gpwls62**|작을까봐 L시켰는데 M시켜도 될 뻔했어요ㅠㅠㅠㅠ 생각보다 색이 약간 밝은 편이라 놀랬지만 그래도 핏은 예뻤어요! 키가 많이 큰 사람은 사면 기장이 짧을 거 같아요ㅠㅠㅠ 생각보다 기장이 짧아서 놀랬어요ㅠㅠㅠ
gpwls62**|예뻐요! 사진이랑 거의 진짜 흡사하고요! 하늘하늘한 블라우스 사고 싶어서 샀는데 진짜 만족해용! 치마랑 청바지랑 다 잘 어울릴 거 같아요!
31076416**|작고 귀여워서 원피스 나 블라우스에 잘어울려요 ㅎㅎㅎㅎ
31076416**|오래 기다리긴 했지만 기다린 만큼의 만족감!!!!!!사이즈도 잘 맞고무엇보다 너무 이뻐요 ㅎㅎㅎㅎ입고 벚꽃놀이 다녀왔는데모두들 옷이 잘 어울린다고 해줘 기분 좋네요 ㅎㅎㅎㅎ
755541740**|색깔이쁘고 실물이훨씬예뻐요 근데생각보다조금 많이얇지만 봄 여름 초가을에 안에 뭐입고 위에걸치고 다니면될거같아요
dbsqhfk1**|썸라이더자켓구매했는데 이쁘긴 이뻐요그런데 팔이 너~무 깁니다ㅠㅠ제가 팔이 짧은 탓도 있지만 옷 자체가 좀 길게나왓어요그리고 사람들이 좀 작다 타이트하다 이래서 걱정했는데전혀 안작고 잘 맞아요 오히려 널널한느낌?상체가 마른것도 아니고 통통한데 잘 맞으니까걱정 안하셔도 될거같아용
dbsqhfk1**|트렌치코트 검정색으로 구매했구요진짜 설명 그대로 촤르르 떨어집니다소재도 탄탄하고 너무 좋아요베이지색 트렌치코트 다른 쇼핑몰에서 구매했는데그것보다 면도 좋고 핏도 좋고 훨씬 이뻐요가격대는 이게 더 비싸긴 하지만 그래도 옷 이쁘면 장땡ㅎ길이감도 160인 저한테 너무 길지도 짧지도 않아서이쁘게 입을 수 있을 것 같아요~잘 입겠습니당 ㅎㅎ
dbsqhfk1**|이쁩니당*다른 고객분들이 구매하실 때 참고할 수 있게 아래사항 기재 부탁드려요! ^^- 키, 몸무게 160/56-착용사이즈 66-착용 후 느낌은?(좋은점/나쁜점)트렌치코트 검정색으로 구매했구요진짜 설명 그대로 촤르르 떨어집니다소재도 탄탄하고 너무 좋아요베이지색 트렌치코트 다른 쇼핑몰에서 구매했는데그것보다 면도 좋고 핏도 좋고 훨씬 이뻐요가격대는 이게 더 비싸긴 하지만 그래도 옷 이쁘면 장땡ㅎ길이감도 160인 저한테 너무 길지도 짧지도 않아서이쁘게 입을 수 있을 것 같아요~잘 입겠습니당 ㅎㅎ
gydus9**|이것도 흰색이랑같이산건데 역시 길어요ㅋㅋㅋㅋ 팔은짧고... 몇번겆어입었더니 팔부분이늘어났네요ㅋㅋㅋ덕분에널널하게입는중입니다ㅎㅎ 잘입을게요 슬라브치고두툼해서 좋아요:)
gkdisdu**|아직 입어보지는 못했는데 사진으로 보자마자 너무 예뻐서 구입한 제품이예요!! 봄날 처럼 색상이 예뻐요~ 얇은 소재라서 날씨가 많이 따뜻하면 단품으로 입으면 예쁠것가타요~~^^
gkdisdu**|블랙을 구매했어요~ 보자마자 예뻐서^^ 날씨가 많이 더우면 입고 다니고 싶네요 자켓안에 입어도 포인트 되서 이뻐요! 꼭구매하세요~!!!
gkdisdu**|고민없이 딱보고 샀어요~가격이 저렴해서 티셔츠는 예뻐요~!! 비침이 조금 있어서 이너입고 하면 괜찮아요 만족합니다^^
gkdisdu**|진짜 꼭사세요 너무예뻐요!! 찰랑찰랑 얇은 원단이긴 한데 날씨가 워낙 따뜻해서 만족합니다^^!! 항상 믿고 사요 고고싱~~
joung86**|무난하게 입을수있는 옷이엿는데 이번에 사서 입엇는데 지금날씨에 딱맞는옷인거 같아욯ㅎ 역시 고고싱은 최고에요!
joung86**|카키색깔에 치마가 없어서 이번기회에 삿는데 사이즈랑 너무너무 좋아용ㅎㅎ안에 속바지도 같이 되있어서 입기가 편한거같아요!!
joung86**|이제 봄이지나서 여름이오는데 원피스를 삿는데완전 샤랄라한 느낌에다가 색상도 그렇고 사이즈도 딱알맞는거같아용ㅎㅎㅎㅎ
lol81**|제 허벅지가 이렇게 답없는지 몰랐어요...허리는 딱맞는데 허리가 허벅지에 주춤했는데 입으니까 그 허벅지가 쏙 가려지더라구요~ 예뻐요 맘에들어요~!
yosuell**|이미지 보이는 대로 무난한 반팔티에요~ 색깔도 화이트 아니고 베이지라 더 맘에드네용화이트는 너무 하얀 느낌이라~베이지에 빨간색 포인트도 잘어울리고 좋네용청바지에 그냥 맞춤인듯~~~
109090764**|아.. 제 골반을 너무 과소평가 했나봐요..M시킨것같은데. 작네여.............작아여...텐션이 전혀 없어요 진짜 1도 없어요 어떻게 해도 안들어가여...  이거 입을려면 다이어트 7키로는 성공해야될것같아요
109090764**|가격도 저렴하고 디자인도 무난해서 크게 고민안해도 될것같아요~
109090764**|이건 진짜 인생템!!!!!!!!!소재가 레이온 소재라 그런지 답답하거나 그렇지않아서 좋았어요!외투로 입든 원피스로 입든 예쁜건 안변해서 너무 좋아요! 소매가 약간 길게 나오긴했는데 이런옷은 소매 접는게 또 매력이라~ 진짜 너무 좋네요!원피스로 입으면 트임때문에 섹시한느낌이고~외투로입으면 깔끔하니 멋스러워요!
109090764**|개안음! 다만 사이즈가 크게나왔나요?조금만더 작았으면 딱! 맞았겠어용!M으로 주문할껄 그랬어요~ 그래도 작은것 보다는 큰느낌으로 입기 좋아요!
109090764**|무난하니 괜찮아요~!생각했던것보다 길어서 흠칫하긴했는데 포인트 주기에 좋은것같아요!
qortp**|딱 달라붙고 이뻐요.생각보다 짧아요. 그러타고 미니스커트 수준은 아님ㅋㅋ 이뻐요.ㅋ 사세요.
qortp**|아직 입어보진 않았는데 길이감은 좋은거가태요.근데 확실히 재질이 좀 퀄이 떨어진달까 몇번입으면 집에서입어야할..근데 가격이 착하니까 불만은 제로 ㅋㅋ아 색깔도 좀 생각보다 촌스러운 느낌이에요. 쨍하니 좋긴한데 계쏙보면 촌스러움 그래도 잘 입어보려구요.
qortp**|갠적으로 로퍼사고 가장 성공했딴 생각이 들었던 제품이에요.발도 편하고 디자인도 이쁘고, 굽이 딱 적당해서 좋네요.역시 이틀연속 신으면 발 부어서 아푸지만, 로퍼치고 아픔이 덜함!!이뻐요. 정사이즈 사세요.
kang49**|배송은 정말빨랐어요 !!! 2일만에 배송됬구요 입었을때 허리 ? 겨드랑이쪽이 좀 크더라구요 근데 크롭티같은거 입지않는이상 안에가 보이질않아여 ^_^ 그래도 다리쪽에 트임이 있어서 걷거나 뛰거나 불편하진않은데 버스탈때 그런 높은 계단같은곳은 살짝 버거워요 !! 핏은 보다싶이 저는 하체가 콤플렉스라서 긴거나 큰거 입는편인데 길이감도 딱좋아요 저한테는요 !! 옆트임도 있어서~ 좋아여 !! 양옆트임이아니라 왼쪽에만 잇어서 그것도 포인트으~~ 담에 다른색도 사려고 함니다 ❣️
whgpfls**|생각했던거 보다 노란색이 어두워서 조금 실망햌ㅅ는데 입으니까 이뻐요!! 사길잘한거 같아요 근데 빨강색샀으면 어땠을까 싶어요
whgpfls**|그냥 무난한 검정 자켓입니다 하나 필요해서 샀는데 무난해요~~~ 구겨진부분 다려서 입으면 괜찮음!
60473275**|이거 입고 놀러갔는데 친구들이 자기들도 롱원피스 사고싶다고 그랫어요 강추
bee0**|넘모 예뻐용 색깔도 생각보다 안 탁하고,,, 봄에 입기 딱 좋습니다요 생각보다 이게 막 쫄리는 재질이 아니라서 편하게 입기 좋네요
45216058**|입고 벗을때 티셔츠처럼 편하게 입을수 있어서 더좋네요!! 치마랑 같이 입으면 바지보다 훨씬 이뻐요!!
45216058**|인기가 많아서 오래 기다릴줄알았는데 의외로 빨리와서 좋았어요!! 입어보니 이쁘고 색깔이 촌스러운 핑크가 아니라서 더욱 이쁘네요
happy7**|평소 기성복 66사이즈 입고 어깨 넓은 편입니다.어깨가 딱 맞네요. 등도 딱 맞아서 정자세로 있을때 딱 맞지만 팔짱을 끼거나 팔을 몸 안쪽으로 모을 땐 불편해요. 옷이 터질까 걱정되는 느낌입니다.55사이즈 입으시는 분들은 예쁘게 잘 맞으실 것 같아요.
rudgus60**|그냥 나와있는 사진이랑 똑같은 느낌입니다. 재질도 맘에 들고 색깔도 귀여운 보라색이에요!! 아주좋아요!
rudgus60**|너겟 적힌 티셔츠 샀는데 재질이 진짜 좋아요!!!! 어떻게 이 티셔츠가 4900원입니까ㅜㅜ 정말 모두 꼭 사세요ㅜㅜ
rudgus60**|가격도 싼데 재질까지 좋고 디자인도 너무 맘에 들어요ㅜㅜㅜㅜ 냄새 조금 나는 것 빼고는 진짜 잘 샀어요ㅜㅜ
rudgus60**|사이즈도 딱 좋고 보통 짧은 스커트 입으면 너무 올라가는데 이 치마는 안에 속바지가 있어서 잘 안 올라가요. 근데 한번 빨았더니 좀 줄어든 것 같네요..
rudgus60**|핑크색 샀는데 진짜 너무 예쁩니다. 생각보다 조금 더 파여있긴 했는데 그건 조금 조심하시면 될 것 같고, 그냥 너무 예뻐요. 핑크색 색감도 진짜 예쁘고ㅜㅜㅜ 진짜 잘샀어요
rlawlsdk09**|대체적으로 마음에 들었어요 제가 입으니 좀 아줌마 같기도 하구ㅠㅠㅠ 열심히 살빼면 제일 많이 입게 될 것 같아요 ㅎㅎㅎ 더 긴 기장을 원했지만 미스네요 유ㅠㅠ
rudgus60**|라벤더색 시켰는데 면도 좋고 제가 생각하던 브이넥이랑 딱 맞아서 좋아요. 많이 파이지도 않고 그렇다고 해서 너무 답답해 보이지도 않아요.
rudgus60**|노란색 시켰는데 색깔도 예쁘고 잘 맞고 좋습니다. 봄에 입기 좋고 가격도 싸고 좋은 상품 받아서 기뻐요
rudgus60**|너무 큰 자신감 때문에 s를 시켰는데 아니나 다를까 작네요. 길이 자체는 괜찮은데 다리에 꽉 끼어서 살짝 올라가다보니 너무 작다는 느낌도 없지 않아요. m을 시키면 길이랑 사이즈 다 좋을 것 같은데 교환은 귀찮아서 안하려구요
rudgus60**|사이즈 딱 좋고 길이도 제가 생각한 만큼 와서 좋은데 아무리 생각해도 색깔이 너무 노래요 거의 레몬 색깔이에요. 그냥 색깔만 봤을 땐 괜찮을 수도 있는데 다른 옷이랑 코디하기 너무 힘든 색깔이네요
rlawlsdk09**|좀 작았어요 제가 입기에 그치만 예뻐요 사진보다 고급지진않에요 모델핏이 나게끔 살빼야겠습니다 ㅠㅠㅠㅠㅠㅠㅠ눈물
ektns**|결혼식에 고고싱 상품으로 풀세팅하고 다녀왔어요>.< 옷에 맞는 구두 찾다가 봄봄메리제인을 발견하고 바로 구매했어용 발이 원래 작은데 정사이즈대로 시키니까 딱 맞더라구요 저렴이치고 발도 많이 안아프고 넘 괜찮았어요 후기에 냄새 심하다고해서 걱정했는데 생각보다 많이 심하지는 않았어요! 그래도 아예 안나지는않아서 밖에 놔두니까 괜찮아지더라구요 무엇보다 신으면 이뻐용ㅎㅎㅎ
506054764**|고고싱은 항상 시키지만 시키고 후회한적이 한번도 없습니다 그만큼 옷도 진짜 이쁘고요 이번엔 재고가 없어서 배송이 따로 왔지만ㅠ그만큼 인기 많은거니까 이해해용 역시 믿고 사는고고싱 짱입니다❤❤❤
572111525**|가방이뻐요 ! 무슨옷이나 다 매고다닐수있을고같아용 감사함당
sungdo**|살까말까 고민많이 하다가 뭔가 끌려성 홀랑 사버렸는데 진짜 너무 빨리 실물 보고싶어서 언제 배성되냐고 맨날 게시물올렸엇움 진짜 실문 보자마자 기절할뻔 교복에입어도 개이쁘고 사복에 친구들이랑 놀러갈때나 까페 공부하러 갈때도 맨날 입음 진짜 핏이너무이쁨 친구가 이옷 왜이리 좋아하냐고 물어본당  진짜 꼭사야할 인생템 고민할시간에 빨리사세요 제발저처럼 힘들게 기다리지말공 !! 진짜 오랜만에 인터넷쇼핑 성공해서 기분 개좋다 칭구들이랑 벚꽃놀이가서도ㅜ이거입고 찰칵찰칵헀당><
729026473**|16000원 가격 실화인가요? 진심 안사면 후회할각입니다 진짜루.. 안에 파우치등등 뭔들 안들어기는게 없어요 진차 왜안사세요?ㅜㅜㅜ 후회안하실거에요 꼭사세요ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ
sy**|오렌지빛이 도는 티가 가장 늦게 왔었는데 이거는 뭐 너무 커서.... 선거유세할때 입는 티인줄 알았어요. 재질은 지금까지 받은 40가지중 고르는 티셔츠중에서는 가장좋은데 뭐... 그래도 색은 아주쨍합니다. 냄새는 오이냄새가 나는데 그나마 낫네요 다른것 보다는 잘 입을께요 시원하겠네요.
lkj95**|검정색으로 샀는데 진짜 깔끔하고 ㄴㅓ무 예뻐요 !! 길이감도 단화신을때 딱 예뻐요 !! 양말 싸게사서 금방 버리겠구나했는데 제질도 좋고 쫀쫀해서 오래신을거같아용 !!!! 다들 기본으로 하나씩 쟁겨두세용~~!!!
sy**|갈색빛도는 티였는데 이름이 기억이 안나네요. 배송이 각각 되어서 기다리느라 지쳤는데 받아보니까 냄새가 많이 나서 빨았습니다. 그런데 그 티가 받았을때보다 더 짦게 줄어버렸습니다.너무 당황스럽네요, 예전에 어떤 분도 옷샀다가 줄어버렸다고 황당해하시는 후기 봤는데 티셔츠도 그러니 쫌 그렇네요. 저도 물론 한번도 안입어봤습니다. 그래도 반품하기 귀찮아서 잠옷으로라도 입어야겠어요.
lkj95**|진짜 너무 핏 예뻐요키 163에 몸무게 52정도인데 진짜 핏 너무 예쁘게떨어져요 허리는 살짝 작게나온거같아요 정사이즈 입으실때 여유없게 입으시는분들은 한치수 크게 입는걸 추천드랴용 !!! 너무 예쁩미당 !!!
sy**|그자주빛나는 티였는데 이름이,,아 제디였다!그티 색이랑 핏 진짜 이뻐요단점으로는 한번빨았는데 목이 늘어나버려서 누가보면 2-3년은 입은 티처럼 후줄근하게 변해버렸어요. 싸니까 그냥 입지....
lkj95**|진짜 이거 강추에요 !! 키163에 몸무게 52정도인데 길이도 딱 예쁘고 속바지까지 있어서 정말로 편해요 !!!!! 뒤에 밴딩이여서 더더욱 편해요 !!! 브라운계열로 코디해 입으면 예쁠거같아용 다들 사세요!!ㅠㅠ
sy**|하와인안 전사였나? 그거 박시한 느낌으로 긷하고 샀는데 생각보다 타이트하게 잡힙니다. 그느낌 원하는 사람은 구매해도 괜찮아요
lkj95**|진짜로 너무 예뻐요 !! 브라운샀는데 살짝 카키색같긴하지만 그래도 예쁩니당 !!! 사이즈도 잘 맞고 스커트랑 같이 코디해서 입으면 정말 예뻐요!! 다들 꼭꼭 사세요 !!!
