hanb**|완전 이뻐요!!저거 저렇게 안 매고 옆으로 두 쪽 다 한 쪽으로 매도 이쁘더라구요 ㅠㅠ 핑크 짱!!완전 이쁘요 ㅋ
do47**|완전 귀여워>,남방은 별로 안좋아해서 안샀었는데..처음 사보고 완전 대만족ㅎㅎ이제 남방 자주 사야될듯ㅋㅋㅋㅋ쫌 작은느낌이 있긴하지만 완전 마음에 들었어요ㅎㅎ
do47**|호랑이티티 받았을 때 완전예뻐서 감동받앗음ㅠㅠㅠ근데..쫌 많이크더라고요..ㅋㅋㅋㅋ
alwjd94**|만족 !먼저, 배송 정말빨라서좋앗구요ㅎ여름옷이다보니 엄청 얇을줄알앗는대, 생각한것만큼 그렇게까진 얇지않구요적당히 시원한 옷이라고 보면되겟어요 !무엇보다 가가프린트가 마음에들어서 산옷이라서 정말마음에들엇어요^.*가격도 적당하구요~ 잘입을게요ㅎ
jcy08**|하늘핫팬츠토요일에 주문했는데 오늘 화요일에 왓어요!162정도에 53~4키로정도고 M시켰는데 색깔도 이쁘고 딱 맞아요ㅎㅎㅎ
soyea**|대따이뽀욤ㅇ..작고 짧을까봐걱정햇는데!!!한개도안작고 별로안짧아요!ㅋㅋㅋㅋ사실좀짧아요.ㅋㅋㅋ근데앚아주아주앚우자우아주아주아주조금!!밑에후기쓰신분이 올려주신사진정도길이에요~~~후기사진딱 본순간 아...왜이렇게짧아ㅠㅠ햇는데별로? ㅋㅋ입어보니까완전이뽀용ㅇㅇ정사이즈주문하면될것같애용ㅇ.~~
강슬기|...박음질이 조금 안 좋았던것 말고는 정말 맘에들어요~
chj52i**|ㅋㅋㅋㅋ수박수박수밧레드로 시켰거든요 ? ㅋ 노란색 바탕에 쪼리 윗부분이 빨강인아이로.. ㅋㅋㅋㅋ근데 노랑인 바닥이랑 녹색끈으로 왔어요 ㅋㅋㅋㅋㅋㅋㅋ그래도 수박같이 귀여워서 그냥 신어야겠어요ㅋㅋㅋ 이런 깜놀 당황스럽네요 ㅋㅋ
~~|슈프림빅백가방크기는괜찮은데 모양이좀이상하네요..ㅋㅋㅋ수련회갈때메려고삿는데엄청많이들어갈것같네요후회는안됩니다~추천추천
songmo**|가볍고 이쁨2주가 지나도록 안오길래,포기하고 있었는데,,3주넘으니까 왔음;;;이건뭐;;옷은 가볍고 얇고,요즘같은 장마철에 입음 되겠음,포인트가 맘에들어 보자마자질렀는데,역시나 귀여움,ㅋㅋ뽕을 빼고 입을것임ㅋㅋ
mag58**|리치사각백헐ㅋㅋㅋ이런이런이건뭐하자는겁니까....배송도 쫌늦어서 화낫지만 원래 배송은 그렇다칩시다중요한거 요기서부터 배송온당일 너무이쁘고 맘에들어서매고 룰루랄라 하고 나갓죠 새가방이라 아껴서매야지 하는맘에조심히 또조심히 하고다녓는데가방뚜껑부분에 쇠조각이 떨어 지는거는 뭥미??어이없어가지구 내가 속상합니다정말 물론 가방은맘에드는데 이거뭐죠??어떡해야죠??
김소연|히어로 티근데 모델분은 티를 입고 목걸이하고있어서 그닥 몰랐는데그냥입으니까 좀 밋밋한감이 없지않아있네요..ㅠ그리고 후기보니까 프린팅된 그림이 떨어질것같다고 하셨는데제가보기엔 이정도면 안떨어질것같기도한데....ㅎㅎ아무튼...괜찮은거같아요..ㅋ
김소연|모스카 티이정도면 완전 이쁜거같아요~^^*그레이색 샀는데 퍼플살까 아쉬움이 좀 남지만...ㅠ.ㅠ 그래도 사진이랑 거의비슷하고 이뻐요~ㅎㅎ글고 생각보다 좀 커서 놀랬어요..ㅋㅋ아무튼 이정도면 대박~~~~
cjstk93**|하루만에이거동생생일이라서선물로사줬더니하루신었는데끈이끊어져서못신어요...ㅠㅠ처음에는좀유아틱해서이상했는데불량품이라그런건지아님원래튼튼하지않은건지아님동생이험하게쓴건지..암튼동생이싸구려라고의심까지하는데진짜사지마세요 ..ㅠㅠ제가이런말안하고싶지만다른거사는게좋을듯 가격에비해품질,디자인이너무떨어지네요..왜그런걸까요???앞으로는고고싱에서샌들살때잘봐야되겠어요..ㅜㅜ별루예요..ㅠㅠ어떻게하루만에고장나는지..수선방에맡겨봤는데차라리새로사는게좋다고...
l99lll**|헐이렇게이쁠수없어요..ㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 쩔어범~ 이건 말로 표현할수없는 그런 아리따운 바지인거같아요 ㅋㅋ
l99lll**|클래식데님진이쁘고이쁘고 또이쁘네요진짜이뻐요 그냥 딴말필요없어요 ㅋㅋ근데 저는 싸이즈를 잘못 선택해서 못입고있어요 ㅜㅠ근데정말 딱봐도 아이거 이쁘다 하는옷이예요싸이즈는 정말 신중히 해야할거같아요 \
l99lll**|아가일컬러티짱짱이거진짜이뻐요ㅋㅋ절대후회하지않음 뭔가 모르게 이거입으면 씬나요ㅋㅋㅋㅋ
qowus17**|버니 핫팬츠후기!제가 26정도 입는데 S삿거등요 ㅋㅋ사알짝 크지만 괜찮습니다 ㅋㅋ귀여운 느낌도잇고 이쁩니다!
qowus17**|후기후기아쥬아쥬 맘에듭니다 ㅋㅋ엄청클까바 걱정햇는뎀 딱 좋습니다 ㅋㅋ너무죠아용
qowus17**|우오이거 엄청이뻐요ㅋㅋ생각보다 브이넥이 좀 파여서 놀랬지만 핏도 디게 이뻐요ㅋㅋ배송은 오래걸렷어도ㅜ 기다린 보람이 있습니다 ㅋㅋ
february1**|ㅇ늘어나고 그래서 괜찮은데 제가 쫌 살이쪄서..살뺴고 입어야 겟어여..ㅋㅋㅋ 제가입으니까 무슨 속바지같아여ㅜㅠㅜ
february1**|n일단 티는이뿐데 제가한번입고 빨앗는데 실밥이 풀려서...밑에가 이상해졋어여..색도이뿌고 괜찮앗는데 쫌.....바느질이 허술한건지 제가 관리를 못한건지..하여튼 이뿌기는 이뻐옄ㅋㅋ
gad023**|에쁨예쁜데여 저기 잠그는 단추가 갑자기 빠져버렸어요..그냥 고쳐서 입을랍니다
kara2**|이뻐용 근데 배송이 ㅠㅠ완전 강추 상품이에요 진짜 이쁜데 ...배송 진짜로 일주일 좀 넘게 걸렸어요 ^_^ ;그래도 이쁘니깐 기다린 보람이 있네요 ㅎㅎ넉넉하구 그냥 반팔티 하나 입는것보단 베이스볼 조끼 하나 걸쳐주면 진짜 이뻐요 ^_^
mhy93**|좋아요s사면작을까봐m샀는데조금크네요..뭐작은것보단낫죠..그냥입어야죠보는그대로고요이뻐요!
haha0202**|시애틀~!제가 좀 말라서 핏이안나와요ㅜ그래도 이쁨ㅋㅋ
haha0202**|~!예쁜데 조금얇바요~
dmsdl8**|스니커즈 힐상품 ★★★★일단, 스니커즈 힐! 6cm 치고는 다리도 꽤 길어보이게 해주고 예뻐요.저는 디자인도 이런 스타일 좋아해서 바로 아빠 붙들고 졸라서 질렀거든요~.으음, 솔직하게 말하자면! 실밥도 약간 풀려있는 부분 있구요.본드자국 !!! 비록 투명이였지만 가까이서 보니 보기싫더라구요 ㅠ누가 제 신발을 가까이서 보냐 하겠지만, 일단 상품을 받는 당사자의 만족이 중요하잖아요?사진이랑 실물이랑 똑 같 구 요. 사진보고 실물이 더 예쁘겠구나! 하고 기대한 저는약간의 실망감이 없지않아 있었지만 마음에 들어요 !배송 ★★★★☆금요일 밤 11시 넘어서 주문! 토요일날 배송이 되었고-, 일요일 새벽에배송조화 해보니까 뭐 였더라..아무튼, 조금 늦더라구요.물론 토-일이 꼈으니 이해했죠! 제가 늦게 주문했으니까여 ㅠㅠ오늘은 월요일, 학교 가있는 사이에 도착했는지 엄마와 통화하신 후보일러실에 넣어두셨더군요! 그럼 토-일 빼면 1-2일 걸린셈이죠 ^-----^서비스 ★★★★★★★★★마틴 미니백 후기에서도 적었듯이 카드 정말 볼 때마다 좋은 것 같아요!원래 있어야 하는거지만, 일반 종이도 아니고 카드라니!예뻐서 보관중~.(약간 이런 성격이 있어서..헿)아, ★ 이 왜이리 많냐구요? 양말!!!!!! 이 때까지 양말...정말 별로 안 예뻤죠 ㅠㅠ줄무늬만 많고...그치만 이번엔 빅뱅 양말을 보내주셨더라구요!제가 빅뱅 좋아하는건 어떻게 아시고~, 신발보다 양말을 더 반겼던듯ㅋㅋㅋ전체 ★★★★★만 족 ~ ! 아무래도 서비스가 한몫 했네요!고고싱 다음에도 예쁘고 좋은상품 올라오면 지를게요 ~.
jean42**|괜찮아요상품평에 작게 나왓다해서 실측보고 28구입햇엇는데실측이 2cm정도 오차가 잇더라구요 둘레4cm정도오차인거죵..여기서별하나빼구요그래서 너무 크길래 27로 교환햇어요 ㅠ.ㅠ일주일이나 걸리드라구요ㅠ그래도 상품은 만족이구요 아쉬운게 잇다면 오른쪽 찢어진부분이 사진처럼 붙어?잇어야하는데조금 갈기갈기찢겨잇어서 다리가 좀 보여요ㅠ여기서또별하나빼여28은 안그랫는뎅.. 그래두 티별로안나여 암튼 예쁘긴예뻐요
jean42**|이뻐용여름에 반팔하나만 입기 좀 그럴때 입을려고 삿는데진짜 핏도 이쁘고 네이비로 삿는데 흰티 하나에 걸쳐도 괜찮음ㅋ주문지연이어도 그렇게 많이걸리진 않앗어요 일주일정도걸린거같아여
ka1255**|...m시켯는데 왜케 커요엉덩이가커보여요모스키노티셔츠랑 모노폴리티셔츠도함께구매햇는데사이즈가티셔츠도너무커요같이매치시켜입을려니이상하네요어떻게입죠
gpwls00**|검정색검정색 샀는데 정말 예뻐요무난해서 너무 좋아요아무 옷이나 다 잘어울릴꺼같아요^^
gpwls00**|갠차나요색상도 괜찮구담날 바로 입고 나갔는데 사람들이 다 예쁘다네요 ^^쫌 짧은감이 있긴한데 티랑 같이 입으니까 진짜 예쁘더라구요ㅋㅋ 정말 예뻐요^^
mz07**|크로스슈프백 퍼플~~~~~~~~~♥제가 퍼플을 삿어욤~정~~~~~~~~~~~~~~~~~~말 이쁘구요제친구가 빨강색 가지고 있는데 퍼플이 훨~ 이뻐요 ㅎㅎ배송도 빨랐구요일단 너무너무너무너무 최고로 이뽀요고민고민 하지마 걸~!! 그냥 지르세용~오늘 부터 셤처서 기분 꿀꿀했는데 가방 보니가 기분이 풀렸어욯ㅎㅎ제가 가방이랑 티셔츠랑 같이 샀는데 둘다 정말 이쁘구요잘 쓸꼐요~전 고고싱만 이용할꺼에요~ㅎㅎ(사진이 좀 어둡게 나왔네요)옷 완전 이뻐용~~~~~고고싱♥
mz07**|NYC티~~~~~우와!~~~~~!!!!!!!!!!!!!!1옷 정말 이뻐요~~~~~제가 금요일에 주문하고 입금했는데요담날 바루 배송 됫대요~~ㅎㅎ그래서 월욜에 왔어요음........거의 2-3일 정도 걸렸어욯ㅎㅎㅎ딴분들이 오래 걸린다구 해서 걱정했는데 배송두 빨랐구요옷도 너~!무이뻐요제가 고고싱 에서 첨사는데 완젼 만족만족 대~만족이에욤괸 하시는 분들 그냥 지르세용~ㅎㅎ 옷길이는 제가 키가 162인데 엉덩이 다덮구요 허리 디따 얇아 보여요그리구 사은품으로 쉐어박스 다운로드 이용권 20000 원 짜리랑 키티 양말 왔어용ㅎㅎ 넘 기여워여언니 옷 잘입을께용~~~고고싱 자주 이용할꼐요 완젼 만족이에요~~~~~~~~~`ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ고고싱 최고♥
payn**|.....``일단 너무 얇구요,실밥이 너무 많아요;;그리고 단추들도 헐렁해서 금방 떨어질거같구..어떻게 코디해야할지 모르겟네요 음;
wizard6**|흰색샀는데 예뻐용ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ하늘색이 더예뻐보였는데양말색 바꿔가면서 신으려고 흰색샀어요 ㅠ.ㅠㅋㅋㅋ발볼이 좀 작을려나싶었는데 딱 맞구요 (230)이런 신발 쭉 찾다가 여기서 가방이랑 같이 샀는데완존짱!!!!!!!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 사진이 안올려져요ㅠㅠ 안습 ㅠㅠ
wizard6**|분홍색이뻐요약간 베이비핑크나 인디핑크느낌?저렴티날줄 알았는데 절대아님좀 유치할거같았는데 절대아님!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ짱이예요 ㅋㅋㅋㅋ여기서 처음사보는건데신발도 여기서 샀어요 다이뻐서 받자마자 그날 다 하구 밖에나갔어요 ㅋㅋ참고 : 좀 흐믈흐믈해서 책 안넣고 지갑이나 화장품같은것만 넣으면 아래쪽에 뭉쳐서 뚱뚱해짐 ㅠㅠ다음에 또 사러올게요 ㅋㅋ
dhkdsnsdl**|후기!지퍼가 뻑뻑해서 잘안잠겨요ㅠㅠ금방이라도 고장날것같이 잘안올라와여........휴골치임;그래도 저것만 빼면 사진이랑 비슷한것같구 괜찮아요
dhkdsnsdl**|솔직후기염~!산지오래됐는데 이제야 후기써여~무료배송때 시켜서그런지 4~5일정도?걸렸구여처음에바지받았을때잘못왔나..?싶을정도로 사진이라는색이쫌다르그염^^;;단추끼는구멍도 안들어가서 제가 칼로쨋어염..싼맛에입어야겠어염
dnv**|로봇 티검정색 샀어요흰색도 사고 싶은데 ㅠ.ㅠ이뻐요 진짜 ㅋㅋㅋㅋ로봇 멋있구요노란박음질 그렇게 티나지는 않지만나름 포인트되구요낙낙하고 편해요근데 한여름 무더위에 입기에 살-----짝 두꺼운 감이 없지않아요그래도 많이 사세요 이뻐요!
dnv**|아폴로 티진짜 맘에 드네요진그레이 샀구요이뻐 죽겠어요워낙 이런 스타일을 좋아해서요 ㅎ길고 낙낙해서 편해요
dnv**|이츠나 티이뻐요디자인이 맘에 들어서 바로 질렀어요그레이 색상 샀는데흰색 살걸 그랬나.... 싶기도 하구요무튼 진짜 얇고 그래서 시원하네요많이 사세요
dnv**|모스카 티 퍼플보라색 샀구요실망했어요사진상으로는 색감이 참 좋은데받아보니까 많이 연하구요그냥 그렇네요
이혜원|★레드후기★배송★★★★★배송은 주문한지 2일만에왔구요!!너무빨리온것같아요 ㅎㅎ그리고 배송하셨을떄 문자넣어주셔서 좋았어요착용감★★★★★가볍고 너무편해서 좋아여^^한치수 더 작은거 살걸 정사이즈로 사서 신발이 벋겨져요 ㅠ.ㅠ..아 그리고 단점이있다면.. 본드자국이랑 신발끊에 빨강색 파스텔?같이 묻어있어요,.. 그리구 뒤에는 사인펜자국이 ㅠㅠ멀리서보면안보여요첫구매인데 신발은 편하고 이쁜것같아서 좋아요 ^,^
rlawlsgml**|이쁨ㅋㅋㅋㅋ사진보다 색깔이 좀 연함..그래또이쁨;;ㅎㅎ
rlawlsgml**|!!이ㅃㅓ여사진이랑똑같고 좀짧긴하지만 이븜..~~~~~~~~~~~~~~~~!!
ansgmldn**|와우사이즈 완전 오바
ghlfla10**|예뻐영배송하루만에왓구여,사진이랑똑같아여 ㅋㅋㅋ그냥 조금 비싼것같은데 ㅠㅠ그래도 무료배송이니깐?ㅠㅠㅠㅠㅠ감사합니다 고고싱.!!
ghlfla10**|남색삿서연^^금요일날입금해서 토요일날왔구여 <디따빨라옄ㅋㅋㅋㅋ일단 색깔은 사진보다 조금더 진한것같은데 그래도 예뻐여!!!!사길잘한거같아여 ㅋㅋㅋ그냥 망설이지말고 지르세여 고고싱감사합니당@
dk46**|괜찬아요이뻐요 ! 교복에입기딱적당해요 !
wldn5**|최고의배기바지 ♥_♥배송은 빨라서 좋앗구여 *^_^*무엇보다 디자인이 넘 맘에들어요 >.<근데 색깔이 살짝 사진보단 흐릿한것 같아요.. ㅠ.ㅜ그리고 새거 라서 그런지 입고 좀 돌아다니고 나서벗으닌깐 다리가... 막 까맣게 됫더라구요..한두번 빨아서 입어야될것 같아요..그래도 제가 산 배기바지중에서 가장 이쁜것같아요 ㅋ_ㅋ감사합니다 잘입을게요~
ww80**|후기ㅠㅠ사진과는 좀다른.....받아보고 실망햇어요ㅠㅠ 좀..어두운 그린색..ㅠㅠ이상한것도 묻어잇고, 배송도 좀 많이 늦엇서ㅠㅠ그래도 잘신고 다니겟습니다ㅎㅋ
chldltm**|갠차나용~정말 컨버스 느낌이랑 똑같구영화이트 시켯는데 완전 하얀색이 아니라서 맘에 들어요근데 싸이즈는 한치수 작게 시켜야될뜻? ㅎㅎ암튼 이뻐용 ㅋㅋ
chldltm**|이뻐용하늘핫팬츠사이즈27샀어용~하체가 쫌 통통해서 걱정했는데허벅지도 낙낙하고제일좋은건 바지색깔이 정말 이쁩니당~ ㅎㅎ
chldltm**|완전이뽀용~슈퍼맨 프린트도 짱짱하게 자수로 잘되어있구이뻐용~ㅎㅎ흰색샀는데 완전 이뻐용
rhatnsdl40**|조아엿강추강추강추
ddw08**|조아여!ㅋ수요일날 입금했는데 배송이 늦어질것같다구 해서 걱정했는데~금요일날 오더라구요!ㅎㅎㅎㅎㅎㅎ 토요일날 입을려구했거든요~핏도 이뿌고 귀여워요ㅎㅎ색은 보라색샀구요~엄마두이뿌다하시고 남자친구한테 물어보니까 괜찮다구하더라구요 ㅎ
dlawogml24**|정말 솔직하게하자면아................잘........못받았어요택배아저씨가저한테 전화를 여러번이나햇다고하는데 저는 전화를 못받았거든요 ^^항상 휴대폰을제옆에 끼고있는저는 이상한일이죠?그리고 아침에 문자가왔어요 방문코져할테니 연락주라고하시더군요근대 제가 링이없어저 아빠껄로좀 늦게했어요 ㅎㅎ근데 뭔 호출한지가언젠데 이제야서 연락하냐고 어제 몇번이나전화했는지아냐고아정말왜저한테 소리를지르는건지 ㅎㅎㅎㅎㅎㅎㅎ 짜증났어요배송도 3일만에 온거같네요 그래도 갠찬아요아무튼 잘받았구요물건안집어너면 완전 시체같아요 ㅋ짜가인게 티나기도하네요 ;전 퍼플로햇어요 그래도 괜찬아요나름천재질이좀 안조은거같긴하지만.....정말 물건빵빵하게 채워놔야할듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
audfkdths**|모스카 티 후기처음에 딱 보고 반해서 사버렸는데요예뻐요. 사진이랑 정말 똑같아요. 재질도 좋고길이도 적당하니 길구여배송 지연 된다고 문자도 보내주시고 모스카 티 만족해요^^망설이시는 분들 한번 질러보셔도 좋을것같아요.고고싱 또 주문 할께요! 감사해요!
dae**|^^네이비 삿는데 모델분이 입은 느낌이랑은 확연히 달라도옆 단추로 잠가 입으면 이쁘긴이뻐요!!ㅎㅎ
sung85**|이뻐요!!돈넣은지 하루만에 도착했어요!!원래240이여서 240사니까 쪼금크네요~~ㅋㅋㅋ하튼 귀여워요~
tjsdk6**|짱이네이거괜찮내요진짜프린트두너무귀엽구요싼티안나구요저느네이비샀는데화이트가더쉬원해보이내요화이트도한개더사구싶어요맘에들어요
tjsdk6**|*,*허벅지가려주는거사고싶엇는데딱이네요이뻐요여름이라얇은것두개찮구요얇다고머라하시는데여름인데이정도얇은건뭐+.+별루문제가되진않내요이뻐요시원해보이구
